"","cellphone","number_celphones","rcsi","logFCS","hdds","housing_index","nutri_reten_constrained","nutri_avail_constrained","dist_km","maize_price","maize_mktthin","rice_price","rice_mktthin","tmean","floodmax","raincytot","day1rain","maxdaysnorain"
"1131",0.5714286,0.85714287,2,4.0688725,5.8571429,0.46152955,1,1,81.657448,49050,0,128125,0,24.0469415334135,0,607.640926499998,65,155
"1135",0,0,0,4.1889372,6.5,2.2580109,1,1,75.734421,33560,0.2,98957,0,NA,NA,NA,NA,NA
"1138",0.42857143,0.71428573,1.2857143,4.2434826,6.2857141,0.012412812,1,1,75.734421,32900,0.2,97590,0,NA,NA,NA,NA,NA
"1140",1,2.125,0,4.3161592,7.25,-0.88582605,1,1,5.398025,49078.25,0,130020.75,0,NA,NA,NA,NA,NA
"1143",0,0,0,3.4339871,5,-0.88582069,1,1,5.398025,43687.5,0,154904,0,NA,NA,NA,NA,NA
"1146",0.375,0.625,6.5,4.0710554,5.125,-0.09987174,1,1,28.051737,31200,0,98580,0,23.3849630547084,0,787.019856040001,35,147
"1148",1,3,0,3.8607297,5,2.2580109,1,1,89.622643,46088.715,0.2857143,126094.14,0.2857143,NA,NA,NA,NA,NA
"1150",0.89999998,2.5999999,1.7,4.083992,6.8000002,-0.57144326,1,1,89.622643,46500,0,128571.43,0,NA,NA,NA,NA,NA
"1155",0,0,0,4.3174882,6,2.2580109,1,1,70.50769,37100,0,109750,0,23.1113169767148,0,693.857588911,46,140
"1156",0.55555558,0.77777779,5.3333335,4.1673656,5.8888888,1.9086963,1,1,70.50769,29038,0,111154,0,23.3673933032385,0,779.647419002999,35,130
"1159",0.66666669,1.3333334,2.3333333,4.15096,6,2.2580109,1,1,118.81268,44602.309,0.30769232,126809.92,0.30769232,22.6844067409052,0,654.8229982,47,139
"1161",1,1.5,8,4.3774748,7.5,-0.88582784,1,1,118.81268,49230.77,0,128076.92,0,22.6844067409052,0,654.822998199999,47,139
"1162",0.40000001,1.4,4.5999999,4.0626917,6.4000001,2.2580109,1,1,118.81268,45461.539,0,127692.3,0,22.6844067409052,0,654.822998200002,47,139
"1168",0.60000002,0.80000001,0.2,4.0789738,5.9000001,1.6292417,1,1,97.616058,30992.857,0.14285715,88782.141,0,22.9914780822122,0,764.562801199996,34,136
"1172",0.30000001,0.5,0.89999998,4.1310644,5.9000001,1.3148571,1,1,80.063004,44843.332,0.16666667,130520.84,0.16666667,22.8725576772793,0,636.758222400003,47,148
"1174",0,0,0,4.0690269,5,2.2580109,1,1,80.063004,47583.332,0,160822.83,0,22.8725576772793,0,636.7582224,47,148
"1176",0.69999999,0.89999998,1.3,4.1962962,6.1999998,1.000474,1,1,87.058548,38800,1,77500,0,23.05050992307,0,800.50064791,34,131
"1179",0.5,0.5,0,4.1238718,4.5,2.2580109,1,1,83.827492,45322.602,0.5,125018.8,0.5,22.8902053040543,0,690.19825607,46,144
"1183",0.2857143,0.71428573,1.7142857,4.2264676,6.2857141,1.80889,1,1,83.827492,44735,0,128000,0,22.8902053040544,0,690.198256069999,46,144
"1185",1,1,0,4.2904596,6,2.2580109,1,1,83.827492,46100,0.1,159192.59,0.1,22.8902053040543,0,690.198256070001,46,144
"1187",0.5,1,0,4.2495651,6.5,0.68609512,1,1,128.78313,49381.25,0,112500,0,22.3335129772611,0,803.67100894,46,142
"1189",1,1,0,4.2766662,8,-0.88582069,1,1,128.78313,45070.625,0.375,122546.88,0.375,22.3335129772611,0,803.67100894,46,142
"1192",0.54545456,0.90909094,3.3636363,4.1991129,6.4545455,0.54318583,1,1,128.78313,33787.5,0.375,83625,0,22.8148126567328,0,839.875142640001,34,130
"1194",0.33333334,0.44444445,5.6666665,4.1524258,5.8888888,0.51142985,1,1,77.694984,45100,1,120625,1,22.7853316016863,0,901.828439899999,46,133
"1197",1,1,0,4.0253515,3,2.2580109,0,0,58.432835,47400,0,98100,0,NA,NA,NA,NA,NA
"1198",1,2,30,4.3757572,6,2.2580109,1,1,58.432835,45500,0,159167,0,NA,NA,NA,NA,NA
"1199",0.60000002,0.69999999,2.0999999,4.190856,5.9000001,1.9436291,1,1,58.432835,39415,1,103308,0,NA,NA,NA,NA,NA
"1201",0.33333334,0.44444445,0,4.183485,6.7777777,-0.1871978,1,1,189.13525,44237.199,0.60000002,120080.8,0.60000002,22.5712740943744,0,654.385847379999,64,148
"1205",1,2,30,4.1588831,6,-0.88582069,1,1,57.3773,39309.09,0,91954.547,0,22.3119365979569,0,886.71808551,46,139
"1209",1,2,3,3.583519,4,-0.88582069,1,1,57.3773,46709.09,0,101293.93,0,22.3119365979569,0,886.71808551,46,139
"1211",0.75,1.125,7.125,4.1889954,6.25,1.8650302,1,1,57.3773,37309.09,0.81818181,79954.547,0,22.7559486732858,0,1017.60266146,35,126
"1215",1,3,0,4.5217886,8,-0.88582069,1,1,27.324892,48973.199,0,119624.8,0,NA,NA,NA,NA,NA
"1218",0.66666669,2,5.4444447,4.0512304,6.5555553,-0.88582706,1,1,27.324892,41800,0,125500,0,NA,NA,NA,NA,NA
"1220",1,1,0,4.1431346,6,-0.88582069,1,1,10.200358,47400,0,98100,0,NA,NA,NA,NA,NA
"1221",0.5714286,0.85714287,5.7142859,4.2818213,6.2857141,1.3597692,1,1,10.200358,39415,1,103308,0,NA,NA,NA,NA,NA
"1223",0.42857143,0.5714286,12.285714,3.865845,6,0.46153364,1,1,122.36048,40666.668,0,111666.66,0,21.9367291744949,0,895.005397770001,41,115
"1227",0.33333334,0.44444445,0.8888889,4.0499763,6.3333335,0.16211522,1,1,113.04288,44213.398,0,109333.2,0,23.6673319549326,0,913.37349153,9,98
"1228",0.85714287,1.1428572,1.2857143,4.3143291,7.1428571,-0.88582069,1,1,188.63052,27258.199,0,105750,0,NA,NA,NA,NA,NA
"1230",1,1.6,2,4.1847224,6.5999999,-0.88582355,1,1,187.33296,28727,0,104773,0,NA,NA,NA,NA,NA
"1233",0.1,0.1,0.60000002,4.0086765,5.4000001,1.9436263,1,1,93.769577,29950,0,108000,0,NA,NA,NA,NA,NA
"1234",0.11111111,0.11111111,3,4.3137264,5.6666665,1.5593785,1,1,49.626862,29050,0,88000,0,NA,NA,NA,NA,NA
"1236",1,1,0,4.2341065,7,-0.88583499,1,1,49.626862,27258.199,0,105750,0,NA,NA,NA,NA,NA
"1238",0.75,1,0.5,4.2666712,6.75,-0.099869952,1,1,22.92749,28727,0,104773,0,NA,NA,NA,NA,NA
"1240",0.25,0.25,1,4.1209569,5.75,1.4720494,1,1,22.92749,29950,0,108000,0,NA,NA,NA,NA,NA
"1241",0.36363637,0.72727275,0.63636363,3.8904884,5.181818,1.4005997,1,1,72.295151,30246.334,0,93907.336,0,18.8704960468836,0,776.805662796002,47,107
"1244",0.125,0.125,0.75,4.1084857,6,2.2580109,1,1,75.748932,31000,0,95000,0,NA,NA,NA,NA,NA
"1249",0.60000002,1,5.9000001,4.2353873,6.4000001,0.37171051,1,1,54.802025,29686.559,0,128250,0,NA,NA,NA,NA,NA
"1250",1,2,0,4.3757572,6,-0.88582069,1,1,54.802025,43200,0,124000,0,NA,NA,NA,NA,NA
"1251",0.27272728,0.27272728,0.90909094,3.9587474,5.818182,0.54318976,1,1,6.5379605,31000,0,95000,0,18.8704960468836,0,748.379048962,47,110
"1253",1,1.3333334,5.6666665,4.1079521,7,0.16212316,1,1,128.60233,48650.777,0,122000,0,NA,NA,NA,NA,NA
"1254",0.5714286,1.1428572,7.8571429,3.9340043,6,-0.8858248,1,1,128.60233,40450.332,0,102549.34,0,NA,NA,NA,NA,NA
"1261",0.44444445,0.66666669,19.111111,3.815614,5.3333335,-0.18720099,1,1,111.62723,49028.57,0,132142.86,0,22.4489696640819,0,971.952158875998,8,118
"1263",1,3,0,4.2408867,6.5,-0.88582069,1,1,111.62723,47873.57,0.85714287,158187.14,0.85714287,22.4489696640819,0,971.952158876001,8,118
"1265",0.11111111,0.22222222,19.333334,3.7060881,4.5555553,-0.19547004,1,1,141.21338,38233.332,0,103990.66,0,23.0327870350531,0,965.0059387,8,103
"1269",0.11111111,0.11111111,8.1111107,3.6244862,5.2222223,0.86074603,1,1,144.87209,47200,0,130000,0,22.1576060353577,0,992.05492576,7,101
"1271",0,0,0,3.9889841,4,2.2580109,1,1,144.87209,45500,1,159167,1,22.1576060353577,0,992.05492576,7,101
"1273",1,1,0,4.3017082,6,0.68608797,1,1,101.04385,45695,0,130000,0,21.8639307810815,0,944.6619156,7,102
"1274",0.27272728,0.36363637,3.4545455,3.9047854,5.818182,1.6864026,1,1,101.04385,39792,0,122500,0,21.8639307810815,0,944.661915599999,7,102
"1278",0.5,0.69999999,8.1000004,3.7533603,5.0999999,1.3148571,1,1,144.39311,46123,0,123077,0,NA,NA,NA,NA,NA
"1280",0.5,0.75,10,3.6343236,5.5,-0.099873528,1,1,102.8253,39792,0,122500,0,NA,NA,NA,NA,NA
"1285",0.5,0.5,11,3.8705497,6.5,0.68609512,1,1,30.356779,46000,0.80000001,159564.41,0.80000001,22.5009302762579,0,972.28919946,8,78
"1286",0.30000001,0.80000001,9,4.0334706,5.5,0.68608797,1,1,30.356779,45972,0.80000001,124455.6,0.80000001,22.5009302762579,0,972.289199460003,8,78
"1287",0.25,0.41666666,9.916667,3.7699637,5.3333335,0.68608797,1,1,84.539772,39792,0,122500,0,21.8639307810815,0,921.446309999999,7,94
"1290",0.69999999,0.89999998,12.6,4.1345277,6.1999998,-0.88583213,1,1,41.868023,50203,0,125189.34,0,NA,NA,NA,NA,NA
"1292",1,1,0,4.1972017,6,-0.88582069,0,0,41.868023,52819.332,0.66666669,136153,0.66666669,NA,NA,NA,NA,NA
"1294",1,1,0,4.1972017,6,-0.88582069,0,0,23.451775,45695,0,130000,0,21.5702555268053,0,959.0216843,9,89
"1296",0.33333334,0.33333334,20.555555,3.670702,5.5555553,-0.53651881,1,1,23.451775,39792,0,122500,0,21.5702555268053,0,959.021684300001,9,89
"1297",0.89999998,1.6,9.6000004,4.3050303,6.9000001,-0.57144326,1,1,157.87589,45100,0,120625,0,23.6673319549326,0,815.51784777,35,132
"1300",1,1,3.5,3.5850599,5.5,-0.88582784,1,1,58.003136,43960.332,0,128333.34,0,24.197823128498,0,974.191577990001,9,78
"1302",0.125,0.375,20.375,4.022059,6,2.2580109,0.25,0.25,58.003136,38637.5,0,107457.34,0,24.1978231284981,0,974.191577989997,9,78
"1304",1,1,4,4.3597813,6.5,0.68609512,1,1,58.003136,42778.367,0,131763.8,0,24.197823128498,0,974.191577990001,9,78
"1309",0.75,0.75,6.5,3.8471456,5.75,-0.49285427,1,1,107.8091,55714.285,0,140714.28,0,22.5462161924763,0,655.53655477,7,130
"1311",1,1,0,4.1271343,4,-0.88582069,1,1,107.8091,50016.43,0,159890.28,0,22.5462161924763,0,655.53655477,7,130
"1313",0.40000001,0.5,5.8000002,4.0253577,5.4000001,1.0004725,1,1,73.458145,43600,0,115666.6,0,NA,NA,NA,NA,NA
"1316",1,2,0,4.2484951,6,2.2580109,1,1,73.458145,44444,0,127278,0,NA,NA,NA,NA,NA
"1317",0.375,0.5,2.75,4.3038979,5.625,1.4720529,1,1,52.583542,46510.5,0,127356.16,0,24.4010812095111,0,618.584419010003,20,127
"1319",1,1,0,4.1026435,6,-0.88582069,1,1,52.583542,48009.5,0,155256.5,0,24.4010812095111,0,618.58441901,20,127
"1322",0,0,3,3.7256935,5,2.2580109,1,1,72.776329,46472.5,0.21428572,130116.93,0.21428572,23.6264440019396,0,694.192724421999,46,139
"1324",0.41666666,0.83333331,16.416666,3.9088366,4.0833335,1.4720494,1,1,72.776329,39583.93,0,103971.43,0,23.6264440019396,0,694.192724422002,46,139
"1328",1,2,0,4.1972017,6,-0.88583499,1,1,72.776329,48394.215,0,159711.72,0,23.6264440019396,0,694.192724421999,46,139
"1329",1,2,1,4.123764,5.6666665,1.210067,1,1,72.776329,46307.715,0,126902.86,0,23.6264440019396,0,694.192724421999,46,139
"1331",0.5,1,5.375,4.2893734,6.375,0.68609333,1,1,70.978783,49128.5,0,132509.25,0,22.917609093463,0,769.497372349996,16,117
"1334",1,2,0,4.2484951,8,-0.88582069,1,1,70.978783,51028.75,0,157981,0,22.917609093463,0,769.49737235,16,117
"1339",1,1.5714285,3.7142856,4.1278048,5.7142859,-0.43670395,1,1,83.268814,45092.602,0,123916.65,0,NA,NA,NA,NA,NA
"1342",0,0,9,4.2556129,6,-0.88583499,1,1,83.268814,54145.668,0,144731.33,0,NA,NA,NA,NA,NA
"1343",1,2.5,3,4.3019605,8,-0.88582069,0.5,0.5,83.268814,53208.332,0,130353.22,0,NA,NA,NA,NA,NA
"1345",0.61538464,0.84615386,8.3076925,4.0080237,5.6923075,0.80700946,1,1,119.10255,58333.332,0,143333.33,0,22.4166794734366,0,826.57111641,15,129
"1349",1,1,0,4.2904596,7,2.2580109,1,1,118.56504,48069.398,0.5,126926.1,0.5,22.3429771329665,0,771.77222491,21,132
"1352",0.5,0.5,12.875,3.8761346,5,1.8650302,1,1,118.56504,45940,0,105349.98,0,22.3429771329665,0,771.772224910003,21,132
"1355",0.5,0.5,0,4.182662,6,2.2580109,1,1,118.56504,48721.398,0,126447.2,0,22.3429771329665,0,771.772224909999,21,132
"1356",0.69230771,1.2307693,8.6923075,4.295691,6.0769229,0.80700731,1,1,121.6447,47771.453,0.45454547,127432.82,0.45454547,22.6322307660166,0,821.281236960007,18,129
"1359",0.5,0.5,21,4.2010317,6.5,-0.88583499,1,1,121.6447,49430,0,158642.45,0,22.6322307660166,0,821.28123696,18,129
"1363",0.5,1,16.6,4.1049428,6,0.37170479,1,1,148.57547,45485.715,0,109095.23,0,22.5462161924763,0,871.124907289999,6,111
"1366",0.69999999,1.1,5.0999999,4.2267513,5.5999999,-0.25706583,1,1,101.65991,44792,0,132500,0,23.5284436836505,0,640.881052800001,47,149
"1368",0.5,0.5,0,3.6512482,3.5,2.2580109,1,1,101.65991,48000,0,161154,0,23.5284436836505,0,640.8810528,47,149
"1370",0,0,11,3.5553482,5,2.2580109,1,1,109.51045,46992,0,133115.5,0,22.785980453883,0,643.4781479,46,134
"1372",0.54545456,0.90909094,6.2727275,4.1689048,5.5454545,-0.028419884,1,1,109.51045,43436.102,0,117611.07,0,22.785980453883,0,643.478147899997,46,134
"1374",1,2,0,4.4248466,6,-0.88583499,1,1,109.51045,47019.668,0,131485.5,0,22.785980453883,0,643.4781479,46,134
"1375",0.83333331,1.5833334,5.75,4.2598,6.5833335,-0.36185592,1,1,6.2362509,44623,0,132824,0,22.3186533370399,934.127954299998,642.63330392,46,138
"1377",1,2,3,4.1666651,6,-0.88583499,1,1,6.2362509,46708.332,0,147812.17,0,22.3186533370398,934.1279543,642.63330392,46,138
"1379",0.54545456,1.0909091,5.818182,4.1063986,5.4545455,1.4006009,1,1,45.607746,44178.57,0,104835.71,0,NA,NA,NA,NA,NA
"1382",1,1,0,4.356709,7,-0.88582069,1,1,45.930218,49073.145,0,132124.78,0,22.7645421466545,0,577.5726399,47,142
"1386",0.89999998,2.3,7.0999999,4.1035519,6.3000002,-0.25705439,1,1,45.930218,48250,0,134642.86,0,22.7645421466545,0,577.572639900011,47,142
"1388",1,3.5,0,4.209404,6.5,-0.88582069,0.5,0.5,45.930218,48530.5,0,128202.43,0,22.7645421466545,0,577.572639899999,47,142
"1391",0.77777779,1.2222222,9.4444447,3.9428844,4.5555553,1.9086978,1,1,55.584419,43600,0,115666.6,0,23.5284436836505,0,619.4198248,47,147
"1393",0.75,0.91666669,8.333333,4.003778,6.0833335,0.68608797,1,1,52.97094,45214.285,0,129285.71,0,22.9617413810295,0,602.317828931001,47,145
"1397",1,2,0,4.3944492,8,-0.88582069,1,1,52.97094,44523.43,0,128738.29,0,22.9617413810294,0,602.317828931,47,145
"1398",0,0,7,4.4248466,6,-0.88583499,1,1,64.992447,40251.602,0,122400,0,20.6942215481321,0,832.74814878,0,117
"1400",0.125,0.125,11.75,3.5718236,5.25,-0.88583499,1,1,64.992447,38187.602,0,83978.602,0,21.4629690901469,0,917.571464281,0,102
"1403",0.44444445,0.55555558,9.4444447,3.9686742,6.3333335,-0.53651607,1,1,106.90093,55000,0,140000,0,21.5702555268053,0,754.188252520001,2,122
"1405",1,2,0,3.9889841,7,-0.88582069,1,1,106.90093,54333,0,146333,0,21.5702555268053,0,754.18825252,2,122
"1406",0.44444445,0.8888889,8.5555553,3.9513187,6.5555553,-0.88583499,1,1,127.57718,40000,0,80000,0,NA,NA,NA,NA,NA
"1408",0.25,0.5,14.5,3.9623544,6.125,0.68609053,1,1,54.114113,61273,0,121400,0,21.336211173414,0,943.1884302,15,108
"1411",0.5,0.5,1.5,4.1642256,5.5,0.68608797,1,1,54.114113,54333,0,146333,0,21.336211173414,0,943.1884302,15,108
"1412",0.55555558,0.66666669,1.3333334,3.9052551,6.1111112,-0.88583338,1,1,15.815753,40178.5,0,85000,0,NA,NA,NA,NA,NA
"1413",1,4,0,4.3438053,7,-0.88582069,0,0,15.815753,44100,0,98062.5,0,NA,NA,NA,NA,NA
"1416",0,0,0,4.2972856,7,-0.88582069,1,1,15.815753,43558.352,0,111350.05,0,NA,NA,NA,NA,NA
"1418",0.55555558,0.8888889,2.6666667,4.0316825,6.4444447,0.51143098,1,1,19.296724,61273,0,121400,0,22.0530069377695,0,1179.22497265,15,99
"1421",0.63636363,0.81818181,8.727273,4.0264196,6.818182,-0.028419884,0.54545456,0.54545456,33.711075,38128,0,84273.781,0,24.1587236340701,0,1401.4465561,0,88
"1424",1,2,0,3.9608133,8,-0.88583499,1,1,33.711075,50833.332,0,133333.33,0,23.5007246057703,0,1055.78022877,11,108
"1428",0.33333334,0.33333334,15,4.0483422,6.6666665,0.86074764,1,1,93.213669,53125,0,138750,0,NA,NA,NA,NA,NA
"1430",1,3,0,3.9796817,6,-0.88583499,1,1,93.213669,57264,0,124392.25,0,NA,NA,NA,NA,NA
"1431",0.69999999,0.89999998,12.2,3.972192,6.5,-0.57144469,1,1,64.205452,38053.5,0,84642.75,0,24.9415958060651,0,1455.64050217,0,88
"1435",1,1.5,0,4.3913145,8,-0.88582069,0.5,0.5,64.205452,40300,0,136412.55,0,24.4138856113684,0,1089.04003969,17,107
"1440",0.75,1.1666666,3,4.0820332,6.6666665,-0.36185712,1,1,137.20897,47500,0,135000,0,NA,NA,NA,NA,NA
"1441",0.5,0.5,0,4.2273397,6,2.2580109,1,1,137.20897,61458,0,142625,0,NA,NA,NA,NA,NA
"1442",1,2,0,4.3307333,7,2.2580109,1,1,137.20897,61056,0,131944,0,NA,NA,NA,NA,NA
"1444",0,0,10.625,3.9038284,5.875,2.2580109,1,1,205.72896,35521,0,122500,0,NA,NA,NA,NA,NA
"1445",0.16666667,0.16666667,17,3.7889848,5.75,1.4720494,1,1,220.98532,55000,0,140000,0,NA,NA,NA,NA,NA
"1447",1,1,0,4.2121277,7,-0.88583499,1,1,184.23979,41227,0,123000,0,21.5702555268053,0,765.82991817,9,125
"1449",0.125,0.125,11.25,3.8535898,5.625,0.68608797,1,1,184.23979,35521,0,122500,0,21.5702555268053,0,765.829918169999,9,125
"1451",1,1,0,4.2626801,7,-0.88582069,1,1,184.23979,57769,0,154615,0,21.5702555268053,0,765.82991817,9,125
"1452",1,1.6666666,1.6666666,4.3779941,6.8888888,-0.88582546,1,1,27.623043,63284.668,0,124241,0,NA,NA,NA,NA,NA
"1455",1,1.5,0,4.4333086,7.5,-0.88582069,1,1,27.623043,52749.668,0,147138.67,0,NA,NA,NA,NA,NA
"1456",0.83333331,2,3.5,4.2561598,6.5,-0.88582307,1,1,11.816751,38244.855,0,84285.57,0,24.0229848650328,0,1695.30251505,0,85
"1459",1,2,11,4.3040652,6,-0.88583499,1,1,11.816751,41914.285,0,124397.66,0,23.3833022813706,0,1274.28786421,1,92
"1462",0.60000002,1.2,3.5999999,3.9708552,5.5999999,-0.88582641,1,1,11.816751,36468.855,0,80335.711,0,24.0229848650328,0,1695.30251505,0,85
"1464",1,3,10,4.4886365,8,2.2580252,1,1,11.816751,55449.145,0,144666.42,0,23.3833022813706,0,1274.28786421,1,92
"1467",0.44444445,0.55555558,9.5555553,4.0771499,6.2222223,-0.1871978,0,0,56.17765,81750,0,130000,0,22.6151476415372,0,894.963030799998,5,120
"1472",1,3.5,7,4.4195299,5.5,-0.88582069,0,0,56.17765,61056,0,131944,0,22.6151476415372,0,894.9630308,5,120
"1474",1,1,0,4.3944492,7,-0.88582069,1,1,27.538771,56116.668,0,94741.664,0,21.9842488209894,0,718.98838431,11,121
"1477",0,0,0,4.3438053,5,2.2580109,1,1,27.538771,46038.898,0,109855.56,0,21.9842488209894,0,718.98838431,11,121
"1478",0.71428573,1.1428572,4.7142859,4.3115368,6.4285712,-0.43670189,1,1,27.538771,35305.5,0,77450,0,22.6223111250759,0,1076.2537457,3,116
"1481",1,5,0,4.4006028,6,-0.88582069,0,0,27.538771,58291.332,0,144263.83,0,21.9842488209894,0,718.98838431,11,121
"1485",0.5,0.66666669,5.3333335,4.2423363,5.9166665,0.68609273,1,1,51.862808,55757.461,0,129334.08,0,22.00830392311,0,681.222174739993,20,109
"1489",0.5,1,10,4.2583961,5,-0.88582784,1,1,51.862808,54733.77,0,141400.61,0,22.00830392311,0,681.222174740002,20,109
"1493",0,0,41,3.5695326,5,-0.88583499,1,1,78.93898,61875,0,92550,0,22.3982421151736,0,693.1436484,20,113
"1496",0.60000002,0.80000001,11.8,4.1394444,5.8000002,0.37170908,1,1,78.93898,34500,0,74800,0,22.9914046070739,0,1122.6167524,0,106
