"","cellphone","number_celphones","rcsi","logFCS","hdds","housing_index","nutri_reten_constrained","nutri_avail_constrained","dist_km","maize_price","maize_mktthin","rice_price","rice_mktthin","tmean","floodmax","raincytot","day1rain","maxdaysnorain"
"1497",0.75,1.25,11.25,4.2080317,5.75,1.4720494,1,1,78.93898,62115,0,152308,0,22.3982421151736,0,693.1436484,20,113
"1501",0.25,0.25,11.375,3.9870212,4.625,0.29310721,1,1,119.55898,60021,0,131746.41,0,22.4166794734368,0,685.87008174,20,113
"1505",1,2,0,4.3040652,6,-0.88582069,1,1,46.217674,52304.168,0,97866.664,0,24.2268317650988,0,724.905182644,20,114
"1509",0.875,1.75,4.25,4.204711,6.875,-0.88582069,1,1,46.217674,35047.168,0,80441.664,0,24.9200932186198,0,1222.754286631,0,106
"1512",0.75,1,9.25,4.1990643,6.625,-0.88582247,1,1,44.819344,76250,0,125555.55,0,22.5584597425263,0,712.171854105999,11,127
"1517",1,1,0,4.2904596,6,2.2580109,1,1,44.819344,59293.555,0,132762,0,22.5584597425263,0,712.171854106,11,127
"1519",1,1.6666666,7,4.3218641,6,-0.88582546,0.33333334,0.33333334,57.276455,56156.25,0,97237.5,0,23.543621252416,0,712.431923900003,23,168
"1521",1,2,0,4.2997551,7,-0.88582069,0.5,0.5,57.276455,44200,0,135562.5,0,23.5436212524161,0,712.431923900002,23,168
"1523",1,3.090909,6.090909,4.2748814,6.909091,-0.885822,0.45454547,0.45454547,57.276455,31367.25,0,121153.75,0,24.2706248181767,0,755.644268400008,21,162
"1525",0.53846157,0.76923078,4.2307692,4.0778804,6.0769229,1.2906737,1,1,93.496231,48439.582,0,107500,0,22.4111375016595,1008.16842156,741.778876640008,16,132
"1530",0.33333334,0.33333334,3.6666667,4.0223622,5.6666665,1.2100623,1,1,93.496231,46586.5,0,157863.5,0,22.4111375016596,1008.16842156,741.778876640001,16,132
"1531",1,1,0,4.0253515,4,-0.88583499,1,1,93.496231,47701.332,0,140826.33,0,22.4111375016596,1008.16842156,741.77887664,16,132
"1532",0,0,32,3.8918202,3,-0.88583499,1,1,63.275898,61875,0,92550,0,22.6048752666709,0,942.845651,3,111
"1534",1,3,3,4.1108737,6,-0.88582069,1,1,63.275898,45800,0,108000,0,22.6048752666709,0,942.845651,3,111
"1537",0.27272728,0.45454547,9.909091,3.9907057,4.909091,1.1147941,0.90909094,0.90909094,63.275898,31462,0,131923,0,23.4166029316906,0,1192.38811123,0,108
"1541",0.5,0.60000002,17.1,4.0144467,5.9000001,0.37170622,1,1,75.518051,47100,0,134000,0,23.4920913533805,0,892.050877264995,3,106
"1543",0,0,0,3.6506581,5,2.2580109,1,1,75.518051,59264.199,0,130537.1,0,23.4920913533805,0,892.050877264999,3,106
"1546",0.625,1.25,12.875,4.1200085,5.625,-0.099866375,1,1,88.3983,34278.57,0,77364.289,0,24.6667054759522,0,984.752026567002,0,119
"1548",0.69999999,0.80000001,5.0999999,4.1484809,6.6999998,-0.2570644,1,1,109.55756,73368.469,0,124866.66,0,22.6102340666102,0,892.559263054005,5,116
"1551",1,1.5,0,4.2447567,6,-0.88582784,1,1,109.55756,58502.465,0,143986.06,0,22.6102340666102,0,892.559263054002,5,116
"1552",0,0,0,4.2046928,7,-0.88583499,1,1,109.55756,58554,0,131452.47,0,22.6102340666102,0,892.559263053999,5,116
"1554",1,1,2,3.6635616,4,-0.88583499,1,1,50.445869,54605.77,0,96288.461,0,23.4203943625296,0,766.655373660002,18,127
"1557",1,1,0,4.2268338,6,-0.88583499,1,1,50.445869,45092.309,0,116898.71,0,23.4203943625296,0,766.655373660002,18,127
"1559",0.54545456,0.63636363,4.6363635,4.0904455,5.7272725,1.4006022,1,1,50.445869,34111.539,0.07692308,78880.766,0,24.0908018888572,0,1068.55265437999,0,123
"1565",1,2.5,9.125,4.3208437,6.125,-0.69398308,0.25,0.25,32.204983,59708,0,134333,0,22.6070739048462,0,797.394796299999,11,128
"1567",1,2,0,4.3307333,8,-0.88582069,0,0,32.204983,61458,0,142625,0,22.6070739048461,0,797.3947963,11,128
"1572",1,1,12,3.8286414,6,-0.88583499,1,1,13.798735,45000,0,121781.25,0,23.7696843526175,0,750.76365151,4,121
"1574",0.80000001,1.8,12.4,4.2466378,5.3000002,-0.25706154,0,0,13.798735,31414.625,0,126538.38,0,24.4379210657333,0,1172.46769153,6,111
"1576",1,1.375,3,4.184258,5.625,0.68609333,1,1,67.857018,57000,0,110000,0,21.5702555268053,0,887.1550666,1,115
"1578",0,0,10,3.8815639,7,2.2580109,1,1,67.857018,48500,0,140000,0,21.5702555268053,0,887.1550666,1,115
"1581",0.375,0.5,3.25,4.0710731,6,1.0790704,1,1,55.380886,40714,0,1e+05,0,NA,NA,NA,NA,NA
"1583",1,3,0,4.3502779,8,-0.88582069,1,1,55.380886,52433.398,0,118000,0,NA,NA,NA,NA,NA
"1584",0.5,0.80000001,12.4,3.9442215,5.6999998,0.68609083,1,1,28.77071,63909,0,128855,0,24.8278789055525,0,800.202965400001,7,109
"1589",0.5,0.5,6.375,4.0282936,5.75,1.0790704,1,1,75.58551,39285.5,0,93035.75,0,22.9987300284095,0,1236.1022321,0,109
"1592",1,1.75,10.5,4.1441011,5.75,-0.88582784,0.75,0.75,75.58551,47266.699,0,115200,0,22.2512363268497,0,800.8865543,5,123
"1596",0.875,1.75,9,4.2090111,6.25,-0.88582247,1,1,67.576637,48500,0,140000,0,22.3982421151736,0,773.126921079999,7,107
"1598",1,1,16,4.2413268,7,2.2580252,1,1,67.576637,49583,0,148750,0,22.3982421151736,0,773.12692108,7,107
"1600",0.5,0.75,10.625,3.9193668,5.25,1.4720494,1,1,36.510773,38803.332,0,97380.836,0,25.3106892880631,0,1138.519581,0,102
"1604",0,0,3,4.3944492,5,-0.88582069,1,1,36.510773,49155.598,0,133041.67,0,24.8278789055525,0,756.4174003,7,112
"1605",0,0,10,3.6506581,3,-0.88583499,1,1,36.510773,51281,0,146618,0,24.8278789055525,0,756.4174003,7,112
"1606",1,2.1666667,0.33333334,4.2598476,7.3333335,-0.88582069,1,1,57.501278,52574.625,0,127788.25,0,NA,NA,NA,NA,NA
"1609",1,5,0,4.2413268,6,-0.88582069,1,1,57.501278,47608.25,0,157932.63,0,NA,NA,NA,NA,NA
"1614",0.66666669,0.8888889,8.1111107,3.9703925,4.7777777,0.86074764,1,1,22.332031,42000,0,127000,0,21.575814123828,0,661.05762842,64,158
"1615",0.5,0.69999999,1.7,4.1559463,5.6999998,0.68608797,1,1,47.760242,31800,0,117500,0,20.6785345889053,0,677.24851828,63,154
"1618",0.625,1.125,0.375,4.1340775,5.375,1.4720494,0.625,0.625,51.745338,40949.199,0,123350,0,22.5560081815725,0,643.411460800001,63,160
"1622",0.44444445,0.8888889,2.6666667,4.0739532,4.7777777,1.2100638,1,1,72.673752,33401.285,0,115578.57,0,23.2644513378895,0,699.671497109995,63,158
"1624",0,0,18,3.8918202,3,2.2580109,1,1,72.673752,38975.43,0,156162.28,0,23.2644513378894,0,699.671497110001,63,158
"1625",0.5714286,0.5714286,8,4.1446581,5.5714288,1.8088915,1,1,87.436424,41376.602,0.2,132305.2,0.2,NA,NA,NA,NA,NA
"1627",0,0,0,3.7954891,7,-0.88582069,1,1,87.436424,40781.801,0,151166.41,0,NA,NA,NA,NA,NA
"1630",0,0,14.333333,4.0012994,5,2.2580109,1,1,59.450397,39775,0.2857143,129646.57,0.2857143,25.3196083733414,0,324.2773068,133,174
"1631",0.5,0.875,10.5,4.0887146,5.875,0.29311615,1,1,59.450397,32480.143,0,114345.43,0,25.3196083733414,0,324.2773068,133,174
"1637",0.71428573,1.1428572,6.2857141,4.2350821,6,0.012408725,1,1,41.354286,43000,0,135000,0,NA,NA,NA,NA,NA
"1638",1,2,0,3.9796817,6,-0.88582069,1,1,21.010799,40835.375,0,124375,0,24.5621746582151,453.1615005,339.3395884,100,175
"1642",0.77777779,1.1111112,19.444445,4.2215915,6.8888888,-0.88582385,1,1,21.010799,33096.125,0,113594,0,24.5621746582151,453.161500500002,339.339588400001,100,175
"1645",1,1,0,4.4716387,6,-0.88582069,1,1,21.010799,43375,0,130625,0,24.5621746582151,453.1615005,339.3395884,100,175
"1646",1,1,25,4.0342407,4,-0.88583499,1,1,21.010799,40735.75,0,152499.88,0,24.5621746582151,453.1615005,339.3395884,100,175
"1647",1,1.5,2.125,4.3085117,6.875,-0.49284175,1,1,40.103371,42117.5,0,133730.75,0,NA,NA,NA,NA,NA
"1651",0,0,28,4.0073333,5,2.2580109,1,1,99.544357,42375,0,134375,0,22.439158906959,0,533.04095815,64,155
"1652",0.42857143,0.42857143,2.4285715,4.1096969,4.8571429,2.2580109,1,1,99.544357,37625,0,129000,0,22.439158906959,0,533.04095815,64,155
"1655",0.5,0.625,10.375,4.1816583,6.625,-0.49284533,1,1,91.302513,31783.334,0,94250,0,24.0051349672514,0,1008.66565491,176,180
"1658",0.5,0.625,17.75,4.0753765,5.5,-0.88582784,0,0,85.755592,31200,0,95000,0,NA,NA,NA,NA,NA
"1661",0.71428573,1.2857143,1.5714285,4.1358929,6.8571429,-0.66658121,1,1,82.225578,31783.334,0,94250,0,NA,NA,NA,NA,NA
"1666",0.14285715,0.14285715,5.1428571,4.2004294,6.2857141,0.012408725,1,1,87.426659,31200,0,95000,0,NA,NA,NA,NA,NA
"1667",1,1,0,4.1026435,7,2.2580109,1,1,93.427277,36000,0,120000,0,NA,NA,NA,NA,NA
"1668",0.75,1.125,7.625,4.0385895,5.875,0.68609691,1,1,93.427277,31083,0,88846,0,NA,NA,NA,NA,NA
"1672",0.42857143,0.42857143,14.285714,3.9526777,5.8571429,1.3597713,1,1,87.098518,31083,0,88846,0,NA,NA,NA,NA,NA
"1674",0.5,0.875,5.5,3.999814,6.25,0.68609691,1,1,85.397163,31083,0,88846,0,24.0051349672514,0,968.7342901,13,171
"1677",0.625,1.125,3.875,4.1796288,6.625,-0.49284533,0.625,0.625,84.007195,32950,0,92750,0,NA,NA,NA,NA,NA
"1680",0.375,0.5,2.5,4.1788263,6.625,0.68609333,1,1,89.421501,32950,0,92750,0,NA,NA,NA,NA,NA
"1681",0.8888889,1.1111112,1.4444444,4.2084727,6.8888888,-0.18719304,1,1,76.715599,33380.668,0,96428.336,0,23.5278224451607,0,570.1432092,80,170
"1682",1,1,0,4.3372908,6,2.2580109,1,1,76.715599,40800,0,184055.53,0,23.1807611123558,0,447.0276567,134,181
"1685",0.75,0.875,2.5,4.3635836,7,-0.49284175,0.25,0.25,53.624573,32214,0,98571,0,25.8175544681519,0,787.950319299999,13,168
"1687",1,1,0,4.4426513,7,-0.88582069,0,0,53.624573,32950,0,92750,0,25.8175544681519,0,787.9503193,13,168
"1689",0,0,0,4.2714305,6.5,-0.88583499,0.5,0.5,50.242817,50000,0,125000,0,23.6673319549326,0,413.2038167,134,185
"1690",0.71428573,1.5714285,4.5714288,4.3843803,6,0.23166253,0.85714287,0.85714287,50.242817,36000,0,120000,0,23.6673319549326,0,413.2038167,134,185
"1692",0.66666669,0.8888889,2.8888888,4.4154501,6.6666665,-0.53650767,1,1,43.863266,32214,0,98571,0,NA,NA,NA,NA,NA
"1694",1,1,0,4.3630986,6,-0.88582069,1,1,74.576324,50000,0,125000,0,NA,NA,NA,NA,NA
"1695",0.875,1.625,0.75,4.4225955,7,-0.69398075,1,1,74.576324,36000,0,120000,0,NA,NA,NA,NA,NA
"1698",0.875,1.625,0,4.2469392,6.875,-0.49284533,1,1,57.944511,32214,0,98571,0,25.8175544681519,0,813.2653658,22,166
"1700",1,2,0,4.264163,7.1666665,-0.88582069,1,1,65.056168,32214,0,98571,0,NA,NA,NA,NA,NA
"1703",0.54545456,1,3.2727273,4.1211991,6.818182,0.82899654,1,1,82.327148,32214,0,99731.75,0,24.0051349672514,0,556.08107122,81,172
"1705",1,1,0,4.2693796,7,0.68609512,1,1,82.327148,36267.5,0,101250.25,0,23.6673319549326,0,437.93499984,134,182
"1710",1,1.7142857,0,4.3985953,6.7142859,-0.88582069,1,1,48.014343,50313,0,124583,0,25.4624238254321,0,652.5824784,23,156
"1711",1,2.5,0,4.1813211,7.5,-0.88582069,0.5,0.5,61.103436,51778,0,132944,0,NA,NA,NA,NA,NA
"1713",1,3.125,0,4.4213152,7.125,-0.88582069,1,1,61.103436,50313,0,124583,0,NA,NA,NA,NA,NA
"1716",1,2,0,4.2626801,7,-0.88582069,1,1,65.910019,51778,0,132944,0,23.6673319549326,0,442.31424486,64,178
"1718",1,2.2,0,4.2981782,6.8000002,-0.88582069,1,1,65.910019,50313,0,124583,0,23.6673319549326,0,442.31424486,64,178
"1721",0.89999998,1.7,3.0999999,4.2439923,7.0999999,-0.73234874,0,0,57.881298,35479,0,99167,0,NA,NA,NA,NA,NA
"1724",1,1,0,4.1666651,7,-0.88582069,1,1,66.857269,50000,0,125000,0,NA,NA,NA,NA,NA
"1726",0.75,1.5,0.375,4.3616691,6.5,-0.88582426,1,1,66.857269,36000,0,120000,0,NA,NA,NA,NA,NA
"1728",1,1.5,0,4.3964643,7,-0.88582069,1,1,67.810616,51778,0,132944,0,23.6673319549326,0,490.2498132,64,176
"1729",1,3.25,0,4.536931,7.625,-0.88582069,1,1,67.810616,50313,0,124583,0,23.6673319549326,0,490.2498132,64,176
"1731",0.5,1.5,0,4.3640509,5.5,0.68609512,1,1,69.463539,45109,0,129879.34,0,23.6673319549326,0,490.2498132,64,176
"1734",1,1.1666666,0,4.4138355,6.6666665,-0.88582069,1,1,69.463539,47003.668,0,124081,0,23.6673319549326,0,490.2498132,64,176
"1735",0,0,0,4.2195077,6,-0.88582069,1,1,69.463539,44851.668,0,127703.34,0,23.6673319549326,0,490.2498132,64,176
"1736",1,2.2857144,0,4.4141026,7,-0.88582271,1,1,73.055466,51778,0,132944,0,NA,NA,NA,NA,NA
"1741",0.85714287,2.5714285,0,4.3666592,6.1428571,-0.88582271,1,1,60.484753,37833.332,0,122500,0,25.8281239607952,0,518.10938603,25,168
"1743",1,2,2,4.3694477,8,-0.88582069,0,0,60.484753,45141.168,0,155096,0,25.8281239607952,0,518.10938603,25,168
"1744",1,2,0,4.6249728,8,-0.88582069,1,1,27.133909,48565,0,127349.16,0,24.4076702845438,0,695.8132683,131,164
"1747",1,2.1666667,1,4.4773817,7.1666665,-0.36184639,1,1,27.133909,47760.832,0,121243.34,0,24.4076702845439,0,695.8132683,131,164
"1750",1,2,0,4.4367514,7,-0.88582069,1,1,27.133909,44926.332,0,153140.83,0,24.4076702845438,0,695.8132683,131,164
"1752",1,5,2,4.0253515,5,-0.88582069,1,1,27.133909,44982.832,0,139965,0,24.4076702845438,0,695.8132683,131,164
"1755",1,3,0,4.4891911,7.125,-0.69398075,1,1,69.006203,50000,0,125000,0,NA,NA,NA,NA,NA
"1757",1,3,0,4.0604429,6,-0.88582069,0,0,69.006203,47896,0,142083,0,NA,NA,NA,NA,NA
"1758",0.8888889,1.3333334,0,4.4577575,7.2222223,-0.19545573,1,1,77.592796,44583.332,0,128333.34,0,NA,NA,NA,NA,NA
"1760",1,1,0,4.4426513,7,-0.88582069,0,0,77.592796,50333.332,0,113333.34,0.33333334,NA,NA,NA,NA,NA
"1764",1,3,0,4.4357767,7,-0.88582069,1,1,67.486633,42800,0,130000,0,NA,NA,NA,NA,NA
"1766",1,2.1111112,2.6666667,4.3843918,6.7777777,-0.88582069,1,1,56.293201,42800,0,130000,0,25.4624238254321,0,720.151224200001,23,168
"1769",1,2,0,4.388257,7,-0.88582069,1,1,56.293201,36000,0,120000,0,25.4624238254321,0,720.1512242,23,168
"1772",1,1.5,1,4.2181816,7.5,-0.88582784,1,1,56.293201,47896,0,142083,0,25.462423825432,0,720.1512242,23,168
"1773",0.5,0.75,1.25,4.3915982,6.625,-0.49284533,1,1,68.007957,50000,0,125000,0,NA,NA,NA,NA,NA
"1775",0.80000001,2,0.80000001,4.4503264,6.1999998,-0.88582069,1,1,71.052399,42800,0,130000,0,NA,NA,NA,NA,NA
"1778",1,5,2,4.248189,8,-0.88582069,1,1,71.052399,36000,0,120000,0,NA,NA,NA,NA,NA
"1780",1,3,0,4.5591264,7,-0.88582069,1,1,69.133331,44583.332,0,128333.34,0,NA,NA,NA,NA,NA
"1784",1,1.8571428,8.2857141,4.1184001,5.5714288,-0.66657913,1,1,69.133331,39666.668,0,125000,0,NA,NA,NA,NA,NA
"1786",0.90909094,2.3636363,1.6363636,4.3770142,7.090909,-0.88582069,1,1,43.694397,47476.43,0,124152.71,0,26.3045878725074,0,558.781900999998,40,182
"1790",1,3.6666667,0,4.5127497,7,-0.88582069,1,1,71.076553,44137.5,0,128750,0,NA,NA,NA,NA,NA
"1791",1,3,0,4.3820267,8,-0.88583499,1,1,71.076553,46776.25,0,130645.5,0,NA,NA,NA,NA,NA
"1796",0.85714287,1.8571428,0.14285715,4.4683151,6.7142859,-0.88582271,1,1,67.418335,42800,0,130000,0,NA,NA,NA,NA,NA
"1801",1,1.75,0.75,4.3205714,6.25,-0.88582069,1,1,68.211021,36000,0,120000,0,23.6673319549326,0,422.34140943,64,181
"1805",1,1.9090909,1.7272727,4.4607873,7.181818,-0.885822,1,1,62.543358,50313,0,124583,0,23.6673319549326,0,413.2038167,134,185
"1807",1,3.125,0,4.4447289,6.75,-0.49284175,1,1,69.696625,31771,0,123750,0,NA,NA,NA,NA,NA
"1810",0.40000001,0.5,3.9000001,4.1854482,5.1999998,1.9436263,0.1,0.1,59.24469,42450,0,115000,0,NA,NA,NA,NA,NA
"1813",0.625,1,2.125,4.314312,7.125,-0.099864587,1,1,77.724358,42450,0,115000,0,23.6673319549326,0,729.51337075,41,174
"1816",0.625,0.875,3,4.1510358,7,-0.099864587,1,1,62.712933,41230,0,156300,0,25.4624238254321,0,577.918952,131,168
"1817",1,1,17,4.0604429,8,-0.88582069,1,1,62.712933,39858.398,0,139408.2,0,25.4624238254321,0,577.918952,131,168
"1819",1,2,0,4.3174882,6,-0.88582069,1,1,90.719574,39773.801,0,127427.6,0,25.1579833118855,0,1001.1941611,64,158
"1821",0.85714287,1.5714285,0,4.3895683,6.5714288,-0.88582271,0.85714287,0.85714287,90.719574,50600,0,104000,0.60000002,25.1579833118856,0,1001.1941611,64,158
"1823",1,3,0,4.2268338,7,-0.88582069,1,1,90.719574,42177.801,0,127510.8,0,25.1579833118855,0,1001.1941611,64,158
"1824",0.75,1.625,0.5,4.3600435,6.625,-0.49284175,1,1,71.443039,31771,0,123750,0,23.6673319549326,0,625.87131641,38,174
"1827",1,1,1,3.4011974,4,-0.88582069,0,0,71.443039,34500,0,137625,0,23.6673319549326,0,625.87131641,38,174
"1829",0.5,0.60000002,2,4.1628456,6.4000001,0.99303895,0.1,0.1,75.988846,42450,0,115000,0,NA,NA,NA,NA,NA
"1833",0.55555558,1,4,4.2745523,6.4444447,0.16212316,0.8888889,0.8888889,71.513405,41687.5,0,140812.5,0,23.6673319549326,0,573.98494667,134,185
"1836",0.55555558,0.66666669,4.7777777,4.2460032,6.5555553,1.5593816,1,1,81.161812,42450,0,115000,0,NA,NA,NA,NA,NA
"1839",0.11111111,0.11111111,5.5555553,4.1518955,5.8888888,1.5593801,0.11111111,0.11111111,81.750473,41450,0,109000,0,NA,NA,NA,NA,NA
"1841",0,0,0,3.9796817,4,-0.88583499,0,0,81.750473,42450,0,115000,0,NA,NA,NA,NA,NA
"1842",1,1,0,4.4659081,8,-0.88583499,1,1,64.337761,40470,0,109920,0,25.4624238254321,0,620.52975159,41,178
"1844",0.75,1.5,3.125,4.2787266,7.125,-0.88582069,1,1,64.337761,37371.398,0,104166.8,0,25.4624238254321,0,620.52975159,41,178
"1848",1,2,0,3.9019728,5,-0.88582069,1,1,59.137108,40837.5,0,109575,0,NA,NA,NA,NA,NA
"1850",0.75,1,4.125,4.1775866,6.875,-0.099866375,1,1,59.137108,37844.5,0,105416.75,0,NA,NA,NA,NA,NA
"1853",0.44444445,0.44444445,5.4444447,4.291563,6.8888888,-0.53651559,1,1,82.598579,38633,0,107500,0,NA,NA,NA,NA,NA
"1856",0.89999998,2,2.9000001,4.4396234,7.3000002,-0.88582212,0.89999998,0.89999998,77.254829,51000,0,90000,1,23.6673319549326,0,620.529751589999,41,178
"1857",0.8888889,1.7777778,0,4.3547425,6.5555553,-0.53650767,1,1,74.750237,38440,0,126814.66,0,23.6673319549326,0,620.52975159,41,178
"1860",0.75,1.25,3.625,4.3824172,7.125,-0.099869952,1,1,82.470444,41450,0,109000,0,23.6673319549326,0,738.15895629,40,175
"1863",0.625,1.125,0.875,4.352273,7.375,0.29311079,1,1,79.241119,41450,0,109000,0,23.6673319549326,0,738.15895629,40,175
"1866",0.90909094,1.8181819,0.63636363,4.3037262,6,-0.74630332,0.090909094,0.090909094,71.596222,31771,0,123750,0,23.6673319549326,0,620.529751589999,41,178
"1870",0.85714287,1.1428572,2.7142856,4.2309585,7,-0.8858248,1,1,72.941383,41450,0,109000,0,NA,NA,NA,NA,NA
"1873",0.875,1.125,0.375,4.2116761,6.75,-0.88582605,1,1,57.629253,50750,0,98750,0.75,25.4624238254321,0,618.283234800001,131,167
"1877",0.44444445,0.66666669,2.3333333,4.0506001,6.5555553,0.16212316,0.11111111,0.11111111,64.566841,40225,0,110150,0,25.4624238254321,0,863.035565009999,134,188
"1882",1,2,0,4.4543471,6,-0.88582069,1,1,64.566841,43180.5,0,127583,0,25.462423825432,0,863.03556501,134,188
"NA",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"NA.1",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
