,OBJECTID,seqID,FNID,EFF_YEAR,COUNTRY,ADMIN0,ADMIN1,ADMIN2,ADMIN3,LZCODE,LZNAME,FNID_OLD,EFF_PERD,split_id,OBJECTID_1,Id,Input_FID,FID_,Name,Latitude,Longitude,Shape_Leng,Shape_Area,area,pop,pop.sum,weights
97,30,V127,MW2012C3010309,2012,MW,Malawi,Northern,Nkhata Bay,NA,MW09,Nkhata Bay Cassava,10921909,3,22,68,0,29,29,CHINTHECHE,-11.833333,34.166667,258528.4971,4365804237,1016447038,25154.85077,108269.9953,0.232334459
98,31,V10,MW2012C3999918,2012,MW,Malawi,NA,NA,NA,MW18,National Parks and Reserves,0,3,1,17,0,30,30,BANGULA,-16.583333,35.116667,196331.3622,1462983225,354024391.5,NA,213888.8552,NA
99,31,V167,MW2012C3030716,2012,MW,Malawi,Southern,Thyolo,NA,MW16,Thyolo Mulunje Tea Estates,10922716,3,32,17,0,30,30,BANGULA,-16.583333,35.116667,196331.3622,1462983225,107167274.4,46720.6637,213888.8552,0.218434306
100,31,V40,MW2012C3031005,2012,MW,Malawi,Southern,Chikwawa,NA,MW05,Lower Shire,10920305,3,4,17,0,30,30,BANGULA,-16.583333,35.116667,196331.3622,1462983225,111980578.8,15311.21011,213888.8552,0.07158489
101,31,V140,MW2012C3031116,2012,MW,Malawi,Southern,Nsanje,NA,MW16,Thyolo Mulunje Tea Estates,10922116,3,26,17,0,30,30,BANGULA,-16.583333,35.116667,196331.3622,1462983225,18013138.66,1418.901776,213888.8552,0.006633828
102,31,V268,MW2012C3031105,2012,MW,Malawi,Southern,Nsanje,NA,MW05,Lower Shire,10922105,3,56,17,0,30,30,BANGULA,-16.583333,35.116667,196331.3622,1462983225,741702235.4,150438.0796,213888.8552,0.703346977
103,32,V138,MW2012C3020213,2012,MW,Malawi,Central,Nkhotakota,NA,MW13,Rift Valley Escarpment,10922013,3,25,53,0,31,31,MWANSAMBO,-13.3,34.116667,191006.3687,2327967899,592159460.4,61647.19132,187569.9765,0.328662361
104,32,V152,MW2012C3020303,2012,MW,Malawi,Central,Ntchisi,NA,MW03,Kasungu Lilongwe Plain,10922303,3,29,53,0,31,31,MWANSAMBO,-13.3,34.116667,191006.3687,2327967899,365566389.9,33114.24847,187569.9765,0.176543438
105,32,V130,MW2012C3020211,2012,MW,Malawi,Central,Nkhotakota,NA,MW11,Northern Lakeshore,10922011,3,23,53,0,31,31,MWANSAMBO,-13.3,34.116667,191006.3687,2327967899,235386379.8,36108.27755,187569.9765,0.192505636
106,32,V220,MW2012C3020203,2012,MW,Malawi,Central,Nkhotakota,NA,MW03,Kasungu Lilongwe Plain,10922003,3,45,53,0,31,31,MWANSAMBO,-13.3,34.116667,191006.3687,2327967899,72389951.29,13601.33917,187569.9765,0.072513413
107,32,V69,MW2012C3020403,2012,MW,Malawi,Central,Dowa,NA,MW03,Kasungu Lilongwe Plain,10920703,3,10,53,0,31,31,MWANSAMBO,-13.3,34.116667,191006.3687,2327967899,260092.1423,141.2411933,187569.9765,0.000753005
108,32,V207,MW2012C3020513,2012,MW,Malawi,Central,Salima,NA,MW13,Rift Valley Escarpment,10922613,3,41,53,0,31,31,MWANSAMBO,-13.3,34.116667,191006.3687,2327967899,168871424.9,27713.34054,187569.9765,0.147749342
109,32,V20,MW2012C3999918,2012,MW,Malawi,NA,NA,NA,MW18,National Parks and Reserves,0,3,1,53,0,31,31,MWANSAMBO,-13.3,34.116667,191006.3687,2327967899,146600074.8,6656.517544,187569.9765,0.035488182
110,32,V202,MW2012C3020515,2012,MW,Malawi,Central,Salima,NA,MW15,Southern Lakeshore,10922615,3,40,53,0,31,31,MWANSAMBO,-13.3,34.116667,191006.3687,2327967899,65966434.72,8587.820758,187569.9765,0.045784624
111,33,V112,MW2012C3010508,2012,MW,Malawi,Northern,Mzimba,NA,MW08,Mzimba Self Sufficient,10921708,3,19,67,0,32,32,MPAMBA,-11.387156,34.164475,225507.1508,2408413369,19289537.41,711.1924307,32601.42352,0.021814766
112,33,V119,MW2012C3010311,2012,MW,Malawi,Northern,Nkhata Bay,NA,MW11,Northern Lakeshore,10921911,3,21,67,0,32,32,MPAMBA,-11.387156,34.164475,225507.1508,2408413369,972852.8056,19.28542831,32601.42352,0.000591552
113,33,V126,MW2012C3010309,2012,MW,Malawi,Northern,Nkhata Bay,NA,MW09,Nkhata Bay Cassava,10921909,3,22,67,0,32,32,MPAMBA,-11.387156,34.164475,225507.1508,2408413369,728229179.1,31870.94566,32601.42352,0.977593682
114,34,V226,MW2012C3030514,2012,MW,Malawi,Southern,Blantyre,NA,MW14,Shire Highlands,10920214,3,48,16,0,33,33,BVUMBWE,-15.928484,35.077935,121351.6783,800728518.8,112522269.3,77123.0054,392611.3443,0.196436009
115,34,V45,MW2012C3030404,2012,MW,Malawi,Southern,Chiradzulu,NA,MW04,Lake Chilwa - Phalombe Plain,10920404,3,5,16,0,33,33,BVUMBWE,-15.928484,35.077935,121351.6783,800728518.8,18029667.65,11686.07104,392611.3443,0.029764986
116,34,V273,MW2012C3030714,2012,MW,Malawi,Southern,Thyolo,NA,MW14,Shire Highlands,10922714,3,58,16,0,33,33,BVUMBWE,-15.928484,35.077935,121351.6783,800728518.8,218930395.3,90864.09556,392611.3443,0.231435227
117,34,V166,MW2012C3030716,2012,MW,Malawi,Southern,Thyolo,NA,MW16,Thyolo Mulunje Tea Estates,10922716,3,32,16,0,33,33,BVUMBWE,-15.928484,35.077935,121351.6783,800728518.8,380914444.8,211428.6208,392611.3443,0.538518878
118,34,V231,MW2012C3030414,2012,MW,Malawi,Southern,Chiradzulu,NA,MW14,Shire Highlands,10920414,3,49,16,0,33,33,BVUMBWE,-15.928484,35.077935,121351.6783,800728518.8,5645610.644,1509.551501,392611.3443,0.0038449
119,35,V58,MW2012C3020803,2012,MW,Malawi,Central,Dedza,NA,MW03,Kasungu Lilongwe Plain,10920603,3,9,40,0,34,34,DWANGWA,-14.079377,33.861609,130124.7902,929090944.4,273055077.4,64252.4836,294506.6641,0.21816988
120,35,V240,MW2012C3020603,2012,MW,Malawi,Central,Lilongwe,NA,MW03,Kasungu Lilongwe Plain,10921103,3,50,40,0,34,34,DWANGWA,-14.079377,33.861609,130124.7902,929090944.4,595097394.8,230254.1805,294506.6641,0.78183012
121,36,V94,MW2012C3020619,2012,MW,Malawi,Central,Lilongwe,NA,MW19,Lilongwe,10921119,3,15,39,0,35,35,NANJIRI,-13.916667,33.933333,149175.4543,1308035365,6049608.627,3300.240404,281461.647,0.011725364
122,36,V239,MW2012C3020603,2012,MW,Malawi,Central,Lilongwe,NA,MW03,Kasungu Lilongwe Plain,10921103,3,50,39,0,35,35,NANJIRI,-13.916667,33.933333,149175.4543,1308035365,985735084.8,227510.8075,281461.647,0.808319037
123,36,V203,MW2012C3020513,2012,MW,Malawi,Central,Salima,NA,MW13,Rift Valley Escarpment,10922613,3,41,39,0,35,35,NANJIRI,-13.916667,33.933333,149175.4543,1308035365,1649269.326,52.52392249,281461.647,0.000186611
124,36,V64,MW2012C3020403,2012,MW,Malawi,Central,Dowa,NA,MW03,Kasungu Lilongwe Plain,10920703,3,10,39,0,35,35,NANJIRI,-13.916667,33.933333,149175.4543,1308035365,82986745.91,10904.41054,281461.647,0.038742083
125,36,V57,MW2012C3020803,2012,MW,Malawi,Central,Dedza,NA,MW03,Kasungu Lilongwe Plain,10920603,3,9,39,0,35,35,NANJIRI,-13.916667,33.933333,149175.4543,1308035365,147913983.1,39693.66472,281461.647,0.141026904
126,37,V18,MW2012C3999918,2012,MW,Malawi,NA,NA,NA,MW18,National Parks and Reserves,0,3,1,38,0,36,36,MITUNDU,-14.240377,33.768533,213009.642,2290831587,736897886.5,33982.58245,390574.9074,0.087006569
127,37,V238,MW2012C3020603,2012,MW,Malawi,Central,Lilongwe,NA,MW03,Kasungu Lilongwe Plain,10921103,3,50,38,0,36,36,MITUNDU,-14.240377,33.768533,213009.642,2290831587,928396760.9,241170.9796,390574.9074,0.617476891
128,37,V56,MW2012C3020803,2012,MW,Malawi,Central,Dedza,NA,MW03,Kasungu Lilongwe Plain,10920603,3,9,38,0,36,36,MITUNDU,-14.240377,33.768533,213009.642,2290831587,461972709.6,115421.3453,390574.9074,0.29551654
129,38,V24,MW2012C3999918,2012,MW,Malawi,NA,NA,NA,MW18,National Parks and Reserves,0,3,1,59,0,37,37,NKHOMA,-12.711737,33.399103,180055.463,1474746745,889796410.6,55.17961752,57251.49103,0.000963811
130,38,V89,MW2012C3020103,2012,MW,Malawi,Central,Kasungu,NA,MW03,Kasungu Lilongwe Plain,10920903,3,14,59,0,37,37,NKHOMA,-12.711737,33.399103,180055.463,1474746745,504480621.3,57196.31141,57251.49103,0.999036189
131,39,V183,MW2012C3030115,2012,MW,Malawi,Southern,Mangochi,NA,MW15,Southern Lakeshore,10921315,3,37,2,0,38,38,NAMWERA,-14.347244,35.48367,179417.5399,1588436497,107704782.6,15970.86564,15970.86564,1
132,39,V195,MW2012C3030114,2012,MW,Malawi,Southern,Mangochi,NA,MW14,Shire Highlands,10921314,3,39,2,0,38,38,NAMWERA,-14.347244,35.48367,179417.5399,1588436497,1376605251,NA,15970.86564,NA
133,4,V54,MW2012C3010102,2012,MW,Malawi,Northern,Chitipa,NA,MW02,Chitipa Millet & Maize,10920502,3,7,72,0,3,3,CHITIPA,-9.703765,33.270025,275352.4123,1158500541,1101352923,NA,0,NA
134,40,V185,MW2012C3030115,2012,MW,Malawi,Southern,Mangochi,NA,MW15,Southern Lakeshore,10921315,3,37,49,0,39,39,MTAKATAKA,-14.216849,34.512678,178067.0393,1940867977,19556005.66,2409.318932,215504.3486,0.011179909
135,40,V209,MW2012C3020813,2012,MW,Malawi,Central,Dedza,NA,MW13,Rift Valley Escarpment,10920613,3,42,49,0,39,39,MTAKATAKA,-14.216849,34.512678,178067.0393,1940867977,169113780.7,33192.10529,215504.3486,0.154020582
136,40,V55,MW2012C3020815,2012,MW,Malawi,Central,Dedza,NA,MW15,Southern Lakeshore,10920615,3,8,49,0,39,39,MTAKATAKA,-14.216849,34.512678,178067.0393,1940867977,140320198.2,31348.67264,215504.3486,0.145466543
137,40,V205,MW2012C3020513,2012,MW,Malawi,Central,Salima,NA,MW13,Rift Valley Escarpment,10922613,3,41,49,0,39,39,MTAKATAKA,-14.216849,34.512678,178067.0393,1940867977,39084796.05,3494.122344,215504.3486,0.016213698
138,40,V193,MW2012C3030112,2012,MW,Malawi,Southern,Mangochi,NA,MW12,Phirilongwe Hills,10921312,3,38,49,0,39,39,MTAKATAKA,-14.216849,34.512678,178067.0393,1940867977,1432466.852,141.5251056,215504.3486,0.000656716
139,40,V149,MW2012C3020913,2012,MW,Malawi,Central,Ntcheu,NA,MW13,Rift Valley Escarpment,10922213,3,28,49,0,39,39,MTAKATAKA,-14.216849,34.512678,178067.0393,1940867977,76850431.57,7704.730973,215504.3486,0.03575209
140,40,V141,MW2012C3020915,2012,MW,Malawi,Central,Ntcheu,NA,MW15,Southern Lakeshore,10922215,3,27,49,0,39,39,MTAKATAKA,-14.216849,34.512678,178067.0393,1940867977,121668973.4,18833.96877,215504.3486,0.087394843
141,40,V61,MW2012C3020803,2012,MW,Malawi,Central,Dedza,NA,MW03,Kasungu Lilongwe Plain,10920603,3,9,49,0,39,39,MTAKATAKA,-14.216849,34.512678,178067.0393,1940867977,730505072,91722.54929,215504.3486,0.42561809
142,40,V200,MW2012C3020515,2012,MW,Malawi,Central,Salima,NA,MW15,Southern Lakeshore,10922615,3,40,49,0,39,39,MTAKATAKA,-14.216849,34.512678,178067.0393,1940867977,94182220.29,26657.35524,215504.3486,0.123697528
143,41,V2,MW2012C3999918,2012,MW,Malawi,NA,NA,NA,MW18,National Parks and Reserves,0,3,1,3,0,40,40,NSUNDWE,-14.016667,33.483333,173383.838,1512179092,183575745.4,5945.876107,384919.1306,0.015447079
144,41,V236,MW2012C3020603,2012,MW,Malawi,Central,Lilongwe,NA,MW03,Kasungu Lilongwe Plain,10921103,3,50,3,0,40,40,NSUNDWE,-14.016667,33.483333,173383.838,1512179092,1051388010,334836.5333,384919.1306,0.869888002
145,41,V96,MW2012C3020703,2012,MW,Malawi,Central,Mchinji,NA,MW03,Kasungu Lilongwe Plain,10921403,3,16,3,0,40,40,NSUNDWE,-14.016667,33.483333,173383.838,1512179092,177899873.6,44136.72122,384919.1306,0.11466492
146,42,V265,MW2012C3010503,2012,MW,Malawi,Northern,Mzimba,NA,MW03,Kasungu Lilongwe Plain,10921703,3,54,58,0,41,41,NKHAMENYA,-12.566667,33.516667,162527.4532,1150621981,661729335.6,65313.27342,123658.158,0.528176017
147,42,V88,MW2012C3020103,2012,MW,Malawi,Central,Kasungu,NA,MW03,Kasungu Lilongwe Plain,10920903,3,14,58,0,41,41,NKHAMENYA,-12.566667,33.516667,162527.4532,1150621981,425886123.2,58344.88461,123658.158,0.471823983
148,43,V23,MW2012C3999918,2012,MW,Malawi,NA,NA,NA,MW18,National Parks and Reserves,0,3,1,57,0,42,42,NTCHISI,-13.284199,33.885775,105490.7099,652452655.1,8743141.26,449.9166101,117910.9028,0.003815734
149,43,V154,MW2012C3020303,2012,MW,Malawi,Central,Ntchisi,NA,MW03,Kasungu Lilongwe Plain,10922303,3,29,57,0,42,42,NTCHISI,-13.284199,33.885775,105490.7099,652452655.1,605014553.6,117460.9862,117910.9028,0.996184266
150,44,V15,MW2012C3999918,2012,MW,Malawi,NA,NA,NA,MW18,National Parks and Reserves,0,3,1,31,0,43,43,NENO,-15.685071,34.574988,193436.1043,1825594151,444023159.5,7473.405625,99135.30985,0.075385911
151,44,V37,MW2012C3030506,2012,MW,Malawi,Southern,Blantyre,NA,MW06,Middle Shire Valley,10920206,3,3,31,0,43,43,NENO,-15.685071,34.574988,193436.1043,1825594151,161013153.3,11815.56682,99135.30985,0.11918626
152,44,V43,MW2012C3031005,2012,MW,Malawi,Southern,Chikwawa,NA,MW05,Lower Shire,10920305,3,4,31,0,43,43,NENO,-15.685071,34.574988,193436.1043,1825594151,435222792.6,34845.73868,99135.30985,0.351496745
153,44,V105,MW2012C3030613,2012,MW,Malawi,Southern,Mwanza,NA,MW13,Rift Valley Escarpment,10921613,3,18,31,0,43,43,NENO,-15.685071,34.574988,193436.1043,1825594151,256018442.9,23310.74859,99135.30985,0.235140725
154,44,V213,MW2012C3030606,2012,MW,Malawi,Southern,Mwanza,NA,MW06,Middle Shire Valley,10921606,3,43,31,0,43,43,NENO,-15.685071,34.574988,193436.1043,1825594151,382634686.1,21689.85014,99135.30985,0.21879036
155,45,V280,MW2012C3030314,2012,MW,Malawi,Southern,Zomba,NA,MW14,Shire Highlands,10922814,3,59,30,0,44,44,LUNZU,-15.652717,35.019541,151827.5968,1543446263,22878602.33,3864.41892,320678.9846,0.01205074
156,45,V212,MW2012C3030606,2012,MW,Malawi,Southern,Mwanza,NA,MW06,Middle Shire Valley,10921606,3,43,30,0,44,44,LUNZU,-15.652717,35.019541,151827.5968,1543446263,197107133.4,17235.02914,320678.9846,0.053745428
157,45,V32,MW2012C3030519,2012,MW,Malawi,Southern,Blantyre,NA,MW19,Blantyre,10920219,3,2,30,0,44,44,LUNZU,-15.652717,35.019541,151827.5968,1543446263,44181855.91,60898.21605,320678.9846,0.189903982
158,45,V224,MW2012C3030306,2012,MW,Malawi,Southern,Zomba,NA,MW06,Middle Shire Valley,10922806,3,47,30,0,44,44,LUNZU,-15.652717,35.019541,151827.5968,1543446263,27417225.23,5143.189999,320678.9846,0.016038438
159,45,V178,MW2012C3031206,2012,MW,Malawi,Southern,Balaka,NA,MW06,Middle Shire Valley,10920106,3,35,30,0,44,44,LUNZU,-15.652717,35.019541,151827.5968,1543446263,201816.344,209.1544023,320678.9846,0.000652224
160,45,V36,MW2012C3030506,2012,MW,Malawi,Southern,Blantyre,NA,MW06,Middle Shire Valley,10920206,3,3,30,0,44,44,LUNZU,-15.652717,35.019541,151827.5968,1543446263,982271269.3,185936.5472,320678.9846,0.579821429
161,45,V230,MW2012C3030514,2012,MW,Malawi,Southern,Blantyre,NA,MW14,Shire Highlands,10920214,3,48,30,0,44,44,LUNZU,-15.652717,35.019541,151827.5968,1543446263,150732763.1,47392.42893,320678.9846,0.14778776
162,46,V177,MW2012C3031206,2012,MW,Malawi,Southern,Balaka,NA,MW06,Middle Shire Valley,10920106,3,35,27,0,45,45,NTAJA,-14.874127,35.530213,211823.7665,2841756896,11761993.04,2158.241294,216084.3193,0.009987959
163,46,V14,MW2012C3999918,2012,MW,Malawi,NA,NA,NA,MW18,National Parks and Reserves,0,3,1,27,0,45,45,NTAJA,-14.874127,35.530213,211823.7665,2841756896,206146991.4,7755.55602,216084.3193,0.035891341
164,46,V253,MW2012C3030204,2012,MW,Malawi,Southern,Machinga,NA,MW04,Lake Chilwa - Phalombe Plain,10921204,3,52,27,0,45,45,NTAJA,-14.874127,35.530213,211823.7665,2841756896,1572678847,NA,216084.3193,NA
165,46,V248,MW2012C3030214,2012,MW,Malawi,Southern,Machinga,NA,MW14,Shire Highlands,10921214,3,51,27,0,45,45,NTAJA,-14.874127,35.530213,211823.7665,2841756896,488094447,132907.1397,216084.3193,0.615070728
166,46,V287,MW2012C3030304,2012,MW,Malawi,Southern,Zomba,NA,MW04,Lake Chilwa - Phalombe Plain,10922804,3,60,27,0,45,45,NTAJA,-14.874127,35.530213,211823.7665,2841756896,2156781.834,NA,216084.3193,NA
167,46,V197,MW2012C3030114,2012,MW,Malawi,Southern,Mangochi,NA,MW14,Shire Highlands,10921314,3,39,27,0,45,45,NTAJA,-14.874127,35.530213,211823.7665,2841756896,272167128.5,72600.7543,216084.3193,0.335983446
168,46,V189,MW2012C3030112,2012,MW,Malawi,Southern,Mangochi,NA,MW12,Phirilongwe Hills,10921312,3,38,27,0,45,45,NTAJA,-14.874127,35.530213,211823.7665,2841756896,5545210.975,662.6280458,216084.3193,0.003066525
169,47,V139,MW2012C3031116,2012,MW,Malawi,Southern,Nsanje,NA,MW16,Thyolo Mulunje Tea Estates,10922116,3,26,14,0,46,46,NCHALO,-16.271592,34.870694,188624.1177,1493347165,7522195.745,646.2237114,229050.5309,0.002821315
170,47,V267,MW2012C3031105,2012,MW,Malawi,Southern,Nsanje,NA,MW05,Lower Shire,10922105,3,56,14,0,46,46,NCHALO,-16.271592,34.870694,188624.1177,1493347165,7044076.654,1272.479779,229050.5309,0.005555454
171,47,V165,MW2012C3030716,2012,MW,Malawi,Southern,Thyolo,NA,MW16,Thyolo Mulunje Tea Estates,10922716,3,32,14,0,46,46,NCHALO,-16.271592,34.870694,188624.1177,1493347165,182421188.4,55375.87954,229050.5309,0.241762721
172,47,V38,MW2012C3031005,2012,MW,Malawi,Southern,Chikwawa,NA,MW05,Lower Shire,10920305,3,4,14,0,46,46,NCHALO,-16.271592,34.870694,188624.1177,1493347165,781125581.3,171755.9479,229050.5309,0.74986051
173,47,V8,MW2012C3999918,2012,MW,Malawi,NA,NA,NA,MW18,National Parks and Reserves,0,3,1,14,0,46,46,NCHALO,-16.271592,34.870694,188624.1177,1493347165,390406548.5,NA,229050.5309,NA
174,48,V266,MW2012C3010509,2012,MW,Malawi,Northern,Mzimba,NA,MW09,Nkhata Bay Cassava,10921709,3,55,56,0,47,47,JENDA,-12.361617,33.556007,225317.9442,2230952051,167885542.1,7607.980778,115391.6894,0.065931791
175,48,V131,MW2012C3020211,2012,MW,Malawi,Central,Nkhotakota,NA,MW11,Northern Lakeshore,10922011,3,23,56,0,47,47,JENDA,-12.361617,33.556007,225317.9442,2230952051,184685849.7,27796.71544,115391.6894,0.240890099
176,48,V123,MW2012C3010309,2012,MW,Malawi,Northern,Nkhata Bay,NA,MW09,Nkhata Bay Cassava,10921909,3,22,56,0,47,47,JENDA,-12.361617,33.556007,225317.9442,2230952051,44191247.49,267.2446776,115391.6894,0.002315979
177,48,V108,MW2012C3010508,2012,MW,Malawi,Northern,Mzimba,NA,MW08,Mzimba Self Sufficient,10921708,3,19,56,0,47,47,JENDA,-12.361617,33.556007,225317.9442,2230952051,659399572.2,39333.12018,115391.6894,0.340866144
178,48,V118,MW2012C3010311,2012,MW,Malawi,Northern,Nkhata Bay,NA,MW11,Northern Lakeshore,10921911,3,21,56,0,47,47,JENDA,-12.361617,33.556007,225317.9442,2230952051,1020109.507,4.113822077,115391.6894,3.57E-05
179,48,V87,MW2012C3020103,2012,MW,Malawi,Central,Kasungu,NA,MW03,Kasungu Lilongwe Plain,10920903,3,14,56,0,47,47,JENDA,-12.361617,33.556007,225317.9442,2230952051,108091051.2,9509.784653,115391.6894,0.082413081
180,48,V264,MW2012C3010503,2012,MW,Malawi,Northern,Mzimba,NA,MW03,Kasungu Lilongwe Plain,10921703,3,54,56,0,47,47,JENDA,-12.361617,33.556007,225317.9442,2230952051,345508609.5,16628.56259,115391.6894,0.144105374
181,48,V136,MW2012C3020209,2012,MW,Malawi,Central,Nkhotakota,NA,MW09,Nkhata Bay Cassava,10922009,3,24,56,0,47,47,JENDA,-12.361617,33.556007,225317.9442,2230952051,574946909.1,14244.16726,115391.6894,0.123441882
182,49,V148,MW2012C3020913,2012,MW,Malawi,Central,Ntcheu,NA,MW13,Rift Valley Escarpment,10922213,3,28,48,0,48,48,LIZULU,-14.438447,34.422597,88412.03678,443968167.3,279931753.5,55329.87245,72760.05158,0.760443008
183,49,V208,MW2012C3020813,2012,MW,Malawi,Central,Dedza,NA,MW13,Rift Valley Escarpment,10920613,3,42,48,0,48,48,LIZULU,-14.438447,34.422597,88412.03678,443968167.3,66127.39039,164.9666022,72760.05158,0.002267269
184,49,V60,MW2012C3020803,2012,MW,Malawi,Central,Dedza,NA,MW03,Kasungu Lilongwe Plain,10920603,3,9,48,0,48,48,LIZULU,-14.438447,34.422597,88412.03678,443968167.3,133470248,17265.21253,72760.05158,0.237289724
185,5,V244,MW2012C3020603,2012,MW,Malawi,Central,Lilongwe,NA,MW03,Kasungu Lilongwe Plain,10921103,3,50,45,0,4,4,DOWA,-13.651469,33.935976,148382.4513,1434969658,27541006.4,9371.036386,271102.6365,0.034566379
186,5,V151,MW2012C3020303,2012,MW,Malawi,Central,Ntchisi,NA,MW03,Kasungu Lilongwe Plain,10922303,3,29,45,0,4,4,DOWA,-13.651469,33.935976,148382.4513,1434969658,74081359.17,10987.16385,271102.6365,0.040527691
187,5,V204,MW2012C3020513,2012,MW,Malawi,Central,Salima,NA,MW13,Rift Valley Escarpment,10922613,3,41,45,0,4,4,DOWA,-13.651469,33.935976,148382.4513,1434969658,146945977.5,15227.26271,271102.6365,0.056167889
188,5,V67,MW2012C3020403,2012,MW,Malawi,Central,Dowa,NA,MW03,Kasungu Lilongwe Plain,10920703,3,10,45,0,4,4,DOWA,-13.651469,33.935976,148382.4513,1434969658,1083065448,233192.7347,271102.6365,0.860164024
189,5,V221,MW2012C3020503,2012,MW,Malawi,Central,Salima,NA,MW03,Kasungu Lilongwe Plain,10922603,3,46,45,0,4,4,DOWA,-13.651469,33.935976,148382.4513,1434969658,14860911.54,2324.438833,271102.6365,0.008574018
190,50,V17,MW2012C3999918,2012,MW,Malawi,NA,NA,NA,MW18,National Parks and Reserves,0,3,1,37,0,49,49,MKANDA,-13.502108,32.994464,232996.4994,1987451694,366742194.4,599.8415781,184017.6889,0.003259695
191,50,V98,MW2012C3020703,2012,MW,Malawi,Central,Mchinji,NA,MW03,Kasungu Lilongwe Plain,10921403,3,16,37,0,49,49,MKANDA,-13.502108,32.994464,232996.4994,1987451694,1275751315,163157.9288,184017.6889,0.886642636
