,ea_id,FS_year,lat_modified,lon_modified,ug12_FCS_truth,ug_FCS_LR,ug_FCS_RFC,ug_FCS_LR_error,ug_FCS_RFC_error
0,10130002,2012,-0.269274953752756,32.3096862792969,0,0,0,0,0
3,10210001,2012,0.33318766951561,32.5706558227539,0,0,0,0,0
4,10210002,2012,0.31304475665092496,32.5691452026367,1,0,0,1,1
5,10210003,2012,0.303095519542694,32.5733451843262,0,0,0,0,0
6,10210004,2012,0.345752984285355,32.5462989807129,0,0,0,0,0
7,10210005,2012,0.37804904580116294,32.594127655029304,0,0,0,0,0
8,10210006,2012,0.371428996324539,32.5650596618652,0,0,0,0,0
9,10210007,2012,0.36514076590538,32.597015380859396,0,0,0,0,0
10,10210008,2012,0.46393904834985705,32.7724905014038,0,0,0,0,0
12,10210010,2012,0.3459979295730589,32.583225250244105,1,0,0,1,1
13,10210011,2012,0.28084063033262896,32.6167825063069,0,0,0,0,0
15,10210012,2012,0.31279653310775796,32.6114730834961,0,0,0,0,0
16,10210013,2012,0.303221106529236,32.6197471618652,1,0,0,1,1
17,10210014,2012,0.29420541971921993,32.5712566375733,0,0,0,0,0
19,10210015,2012,0.30577756961186797,32.5929807027181,0,0,0,0,0
20,10210017,2012,0.273187041282654,32.6248092651367,0,0,0,0,0
21,10210018,2012,0.295154541730881,32.5853996276855,0,0,0,0,0
22,10210019,2012,0.34805910289287606,32.5531883239746,0,0,0,0,0
23,10210020,2012,0.34478223323822,32.587532043456996,0,0,0,0,0
24,10210021,2012,0.36772006750106795,32.6239585876465,0,0,0,0,0
25,10210022,2012,0.36840435862541204,32.590255737304695,0,0,0,0,0
26,10210023,2012,0.32818478345871,32.6340675354004,0,0,0,0,0
27,10210024,2012,0.32192760705947904,32.638088226318395,0,0,0,0,0
28,10210025,2012,0.417212635278702,33.2152442932129,0,0,0,0,0
30,10210026,2012,0.305940717458725,32.529144287109396,0,0,0,0,0
31,10210027,2012,0.289859712123871,32.553035736084,0,0,0,0,0
32,10210028,2012,0.35676729679107705,32.5571060180664,0,0,0,0,0
33,10210029,2012,0.330750405788422,32.542140960693395,0,0,0,0,0
34,10210031,2012,0.279319494962692,32.566051483154304,0,0,0,0,0
35,10210034,2012,0.30460998415947,32.543773651123,0,0,0,0,0
36,10330003,2012,0.747895404696465,31.964910825093604,0,0,0,0,0
38,10330005,2012,0.9189759269356729,31.593859910964998,0,0,0,0,0
39,10410002,2012,0.694203019142151,32.5288293021066,0,0,0,0,0
40,10430004,2012,0.5698214173316961,32.6633548736572,0,0,0,0,0
42,10430006,2012,0.586551722884178,32.6633785247803,0,0,0,0,0
44,10430008,2012,0.7637397736310959,32.5223289489746,0,0,0,0,0
46,10430011,2012,0.614613443613052,32.403844833374,0,0,0,0,0
47,10430013,2012,0.998287368565802,32.1952967643738,0,0,0,0,0
50,10510001,2012,-0.34314712882041903,31.725313186645497,0,0,0,0,0
51,10510003,2012,-0.142147570848465,31.8796768188477,0,0,0,0,0
52,10530004,2012,0.00432529449462884,31.820279693603503,0,0,0,0,0
54,10530008,2012,-0.24315828830003697,31.655190229415897,0,0,0,0,0
55,10530012,2012,-0.344247996807098,31.571664810180696,0,0,0,0,0
56,10530015,2012,-0.471200257539749,31.3637866973877,1,0,0,1,1
57,10530019,2012,-0.5223863124847411,31.355342864990202,0,0,0,0,0
58,10530023,2012,-0.576782405376434,31.691637039184602,0,0,0,0,0
59,10530026,2012,-0.294749784469605,31.784953308105397,0,0,0,0,0
61,10530030,2012,-0.314625114202499,31.7481575012207,0,0,0,0,0
64,10530033,2012,-0.00913525846871445,31.8355352228338,0,1,0,-1,0
66,10630003,2012,0.127259234152734,31.8358654022217,0,0,0,0,0
69,10630005,2012,0.24421430627504997,31.818261888292103,0,0,0,0,0
71,10630007,2012,0.0716098621487617,32.0928726196289,0,0,0,0,0
72,10630009,2012,0.196654409170151,32.2552299499512,1,0,1,1,0
73,10710001,2012,0.5167036503553389,31.537596702575698,0,0,0,0,0
75,10710002,2012,0.390713512897491,32.073822021484396,0,0,0,0,0
76,10730004,2012,0.341261197220195,32.091140226884306,0,0,0,0,0
78,10730008,2012,0.21303451061248802,31.0526390075684,0,0,0,0,0
79,10730012,2012,0.5465080307589639,31.5278633965386,0,0,0,0,0
82,10730016,2012,0.618869245052338,31.7401390075684,0,0,0,0,0
84,10730020,2012,0.456248924136162,31.8614171346029,0,0,0,0,0
86,10730023,2012,0.585501591364542,31.729451285468198,0,0,0,0,0
88,10730027,2012,0.41813850998878493,32.0206787109375,0,0,0,0,0
90,10730031,2012,0.5499470404216221,32.166387285504996,0,0,0,0,0
91,10810002,2012,0.341194814443588,32.8744781494141,0,0,0,0,0
93,10810003,2012,0.41141748428344704,33.141368865966804,0,0,0,0,0
94,10830006,2012,0.323563059171041,33.156506856282604,0,0,0,0,0
96,10830009,2012,0.369690954685211,33.1874313354492,0,0,0,0,0
97,10830013,2012,0.37626343965530396,33.191013336181605,1,0,0,1,1
98,10830016,2012,0.246645460526148,33.4640324910482,0,0,0,0,0
100,10830020,2012,0.428337370807474,32.8013919483532,0,0,0,0,0
103,10830023,2012,0.401288786104747,32.6670368739537,0,0,0,0,0
105,10830027,2012,0.5842454880475999,32.790678024292,0,0,0,0,0
106,10830030,2012,0.684824407100677,32.8292083740234,0,0,0,0,0
107,10830033,2012,0.625139534473419,32.919586181640604,0,0,0,0,0
108,10930004,2012,1.57974510926466,32.199464064378,0,1,0,-1,0
109,10930004,2012,1.57974510926466,32.199464064378,0,0,0,0,0
111,11010001,2012,-0.5268514288796321,31.6453751458062,0,0,0,0,0
113,11030003,2012,-0.282008563478787,31.224967956543,0,0,0,0,0
115,11030005,2012,-0.856315857172013,31.6973686218262,0,0,0,0,0
117,11030007,2012,-0.52874019742012,31.185583114624,0,0,0,0,0
119,11030009,2012,-0.312249395996332,31.6389083862305,0,0,0,0,0
122,11030012,2012,-0.394575744867325,31.751677376883396,0,0,0,0,0
123,11130001,2012,0.14536674320697798,31.2310600280762,0,0,0,0,0
124,11130003,2012,-0.292247772216797,31.4787216186523,0,0,0,0,0
125,11130005,2012,-0.151469630273906,31.434137517755698,0,0,0,0,0
126,11210001,2012,0.726580560207367,32.9185066223145,0,0,0,0,0
127,11230003,2012,0.82723480463028,32.844085693359396,0,0,0,0,0
128,11230006,2012,0.7329102158546451,32.9587593078613,0,0,0,0,0
129,11310002,2012,0.0677282065153122,32.4715919494629,0,0,0,0,0
130,11310003,2012,0.218554243445396,32.5398979187012,0,0,0,0,0
131,11310004,2012,0.35012742877006503,32.6699867248535,0,0,0,0,0
132,11310006,2012,0.375993281602859,32.5358734130859,0,0,0,0,0
133,11310007,2012,0.261842280626297,32.556755065918004,0,0,0,0,0
134,11330008,2012,0.40158690512180395,32.4207935333252,1,0,0,1,1
137,11330010,2012,0.0393437594175339,32.5403861999512,0,0,0,0,0
139,11330012,2012,0.26568061113357505,32.462757110595696,0,0,0,0,0
140,11330014,2012,0.160929515957832,32.552932739257805,0,0,0,0,0
141,11330016,2012,0.326053887605667,32.510406494140604,0,0,0,0,0
142,11330019,2012,0.34771341085434004,32.6829795837402,0,0,0,0,0
143,11330021,2012,0.34963497519493103,32.5372314453125,0,0,0,0,0
144,11330023,2012,0.25586113333702104,32.6040191650391,1,0,1,1,0
145,11330025,2012,0.280226580798626,32.5478102366129,0,0,0,0,0
146,20130004,2012,0.439622379266299,33.7790172283466,1,0,0,1,1
147,20130006,2012,0.317791751027108,33.884341049194305,1,0,0,1,1
149,20130008,2012,0.7122136652469641,33.6939678192139,0,1,0,-1,0
153,20130009,2012,0.103999450802803,33.783092498779304,1,0,0,1,1
154,20210001,2012,0.46774822473526,34.0916976928711,1,0,0,1,1
155,20230005,2012,0.490654230117798,34.091770172119105,1,0,0,1,1
156,20230007,2012,0.38901540637016296,34.0578117370605,1,0,0,1,1
157,20310001,2012,0.6159048080444339,33.4700546264648,0,0,0,0,0
158,20310004,2012,0.623697280883789,33.474147796630895,0,0,0,0,0
159,20330008,2012,0.551625669002533,33.618896484375,0,0,1,0,-1
160,20330013,2012,0.8873898359862241,33.5105604691939,0,0,0,0,0
162,20330018,2012,0.6304515749216079,33.3324527740479,0,0,0,0,0
164,20330023,2012,0.674982845783234,33.5198974609375,0,0,0,0,0
165,20330028,2012,1.01656532287598,33.3279800415039,0,0,0,0,0
166,20330033,2012,0.775407314300537,33.3474769592285,0,0,0,0,0
167,20410002,2012,0.503790934880574,33.363482793172196,0,0,0,0,0
171,20410006,2012,0.432436555624008,33.240676879882805,1,0,0,1,1
172,20410009,2012,0.48548793792724604,33.238555908203104,0,0,0,0,0
173,20430012,2012,0.617302477359772,33.3464908599853,1,1,0,0,1
175,20430014,2012,0.551319479942322,33.125862121581996,0,1,0,-1,0
176,20430015,2012,0.5583054754469129,33.1102142333985,1,0,0,1,1
177,20510001,2012,0.8841908201575279,33.2026839256287,0,0,0,0,0
178,20530004,2012,1.20923256874084,33.047924041748,0,1,0,-1,0
179,20530009,2012,1.09302551700519,33.174448746901305,0,0,0,0,0
181,20530013,2012,1.00867129059938,33.0078447782077,0,0,0,0,0
182,20530013,2012,1.00867129059938,33.0078447782077,0,1,0,-1,0
183,20530017,2012,0.895363837480545,33.1093082427978,1,1,0,0,1
184,20530017,2012,0.895363837480545,33.1093082427978,1,0,0,1,1
185,20530022,2012,1.01188440506275,33.375739464393,0,0,0,0,0
186,20530026,2012,1.08883786201477,33.4021606445312,1,0,0,1,1
187,20530030,2012,0.7739932537078861,33.074752807617195,0,0,0,0,0
188,20630001,2012,1.33163118362427,34.660861968994105,0,1,1,-1,-1
189,20630003,2012,1.38218474388123,34.4044532775879,0,0,0,0,0
190,20730003,2012,2.0309623479843197,33.5632934570313,0,0,0,0,0
191,20730005,2012,1.8920915126800502,33.937594095865805,0,1,0,-1,0
192,20730006,2012,1.66940930756656,33.9609322981401,0,1,0,-1,0
193,20810001,2012,1.29410909712314,33.8284065246582,0,1,0,-1,0
194,20810001,2012,1.29410909712314,33.8284065246582,0,0,0,0,0
196,20830003,2012,1.1997158527374299,34.1584243774414,0,0,0,0,0
197,20830005,2012,1.3768692463636398,33.8730700016022,0,1,0,-1,0
198,20830007,2012,1.5315842628478997,34.0501136779785,0,1,0,-1,0
199,20830008,2012,1.65234218703376,33.7680498758952,0,0,0,0,0
201,20910003,2012,1.07345378398895,34.1650390625,0,0,0,0,0
202,20910006,2012,1.07075548171997,34.1721992492676,0,0,0,0,0
203,20930011,2012,0.825316965579987,34.272384643554695,1,0,1,1,0
204,20930014,2012,0.802708446979523,34.309646606445305,1,0,1,1,0
205,20930018,2012,0.8759275496006009,34.376403427123996,1,0,0,1,1
206,20930022,2012,0.808688759803772,34.3362693786621,1,0,0,1,1
207,20930026,2012,0.857629358768463,34.3664779663086,0,0,0,0,0
208,20930029,2012,0.8695432543754581,34.3812675476074,0,0,1,0,-1
209,20930033,2012,1.02946770191193,34.2461814880371,2,1,1,1,1
210,20930037,2012,1.04953090349833,34.3646494547526,0,1,0,-1,0
212,21030004,2012,1.14941644668579,33.9205665588379,0,1,0,-1,0
213,21030006,2012,1.32544085714552,33.8068635728624,0,1,0,-1,0
214,21030006,2012,1.32544085714552,33.8068635728624,0,0,0,0,0
216,21030007,2012,1.2607997655868501,33.7970542907715,1,1,0,0,1
217,21030009,2012,1.4757528901100099,34.2076368331909,2,1,0,1,2
218,21030009,2012,1.4757528901100099,34.2076368331909,2,0,0,2,2
219,21110003,2012,1.6882256323641003,33.4316950711337,0,0,0,0,0
222,21130004,2012,1.56193852424622,33.303336056796,0,0,0,0,0
223,21130006,2012,1.6552341580391001,33.5216341018677,0,0,0,0,0
224,21130007,2012,1.74000855003084,33.578697477068204,0,0,0,0,0
225,21130009,2012,1.6976743828166598,33.6900620893999,0,0,0,0,0
226,21210003,2012,0.711117923259735,34.1736373901367,1,0,0,1,1
227,21230006,2012,1.01852333545685,34.0729484558105,1,0,0,1,1
228,21230008,2012,0.8194293379783629,34.0940742492676,0,0,0,0,0
229,21230009,2012,0.654669443766276,33.9653860727946,1,0,1,1,0
230,21230009,2012,0.654669443766276,33.9653860727946,1,0,0,1,1
231,21230011,2012,0.618686026334763,33.716753005981396,1,0,1,1,0
232,21230011,2012,0.618686026334763,33.716753005981396,1,0,0,1,1
233,21230013,2012,0.696242272853851,34.109386444091804,0,0,0,0,0
234,21430002,2012,0.592501435677211,33.3904182434082,0,0,0,0,0
236,21430003,2012,0.42370349168777505,33.612171173095696,0,0,0,0,0
237,21510001,2012,1.2457377910613998,34.2635726928711,0,0,0,0,0
238,21530002,2012,1.17863613367081,34.239483833312995,1,0,0,1,1
239,21530004,2012,1.06911777257919,34.093575668335,0,0,0,0,0
241,21530006,2012,1.15327606201172,34.3256500244141,0,1,0,-1,0
243,21530007,2012,1.3747730255127,34.3019981384277,0,0,0,0,0
244,30130003,2012,3.38707796732584,31.971672905816003,1,0,0,1,1
245,30210002,2012,2.01809829473495,32.5515518188477,0,0,0,0,0
246,30230003,2012,2.3938373857074304,32.7484075758193,1,1,1,0,0
249,30230005,2012,2.3150156017612002,32.8708428775563,1,1,0,0,1
252,30230008,2012,2.4246013164520295,32.851692199706996,1,0,0,1,1
253,30230010,2012,1.9447002543343401,32.6390181647407,1,0,1,1,0
255,30230013,2012,2.05831224388547,32.6490143669976,0,0,0,0,0
256,30230016,2012,1.83809851408005,32.4254219055176,0,1,0,-1,0
257,30230016,2012,1.83809851408005,32.4254219055176,0,0,0,0,0
258,30230018,2012,2.03341221809387,32.8325843811035,1,0,0,1,1
259,30230021,2012,2.3525006771087598,32.2547607421875,0,1,1,-1,-1
260,30230023,2012,2.3648579120636,32.6032752990723,1,0,1,1,0
261,30230028,2012,2.33644089331994,32.4424843421349,0,1,2,-1,-2
263,30230030,2012,2.13236745504233,32.5401939978967,0,0,0,0,0
264,30230035,2012,1.9397782981395701,32.4177452723185,0,1,0,-1,0
265,30310002,2012,2.7804528151949306,31.0521545410156,0,0,0,0,0
266,30310005,2012,3.4031178951263397,30.9614372253418,0,0,0,0,0
267,30330006,2012,3.0810944352831204,30.9541097368513,0,0,1,0,-1
269,30330009,2012,2.99116820759243,30.9618367089165,0,0,0,0,0
271,30330012,2012,3.4425277709960898,30.945655822753896,0,0,0,0,0
272,30330015,2012,2.6194325923919703,31.149131393432604,0,0,0,0,0
273,30330018,2012,3.1920039415359502,30.9517841339111,0,0,0,0,0
274,30330021,2012,3.2641770541667903,30.9671883583069,0,1,0,-1,0
275,30330021,2012,3.2641770541667903,30.9671883583069,0,0,0,0,0
276,30330024,2012,2.9841903906602103,30.992160210242602,0,0,0,0,0
277,30330024,2012,2.9841903906602103,30.992160210242602,0,1,0,-1,0
278,30330027,2012,3.0675046784537203,31.1198793138776,0,0,0,0,0
279,30330030,2012,3.24525260925293,31.163124296400298,0,0,1,0,-1
281,30330033,2012,2.7465971575843002,30.955521053738103,0,0,0,0,0
282,30410002,2012,2.4722250018801,32.5790454319545,1,1,0,0,1
286,30410004,2012,2.80876214163644,32.3562420436314,1,0,2,1,-1
289,30410007,2012,2.8172285123304905,32.3825967962092,1,1,0,0,1
291,30430009,2012,2.86737306118011,32.2807094573975,1,1,0,0,1
292,30430014,2012,2.5308960278829,32.3705965677897,1,0,1,1,0
294,30430016,2012,2.9046305815378797,32.1741689046224,2,1,1,1,1
295,30510001,2012,3.29047536849976,32.895585801866304,1,1,1,0,0
298,30610001,2012,3.49815559387207,34.130035400390604,0,0,0,0,0
299,30630002,2012,3.69233274459839,33.9645347595215,1,1,1,0,0
300,30630003,2012,3.60678219795227,34.1263580322266,2,0,2,2,0
301,30630004,2012,3.5175991058349596,34.1603584289551,0,0,1,0,-1
302,30630006,2012,3.0383319854736297,34.1470222473145,0,0,1,0,-1
303,30630007,2012,3.0456754207611096,34.0635780334473,2,1,1,1,1
304,30710002,2012,2.273268699646,32.9759998321533,0,0,1,0,-1
306,30710005,2012,2.36143100261688,32.810533841451004,1,1,0,0,1
309,30710007,2012,2.37095928192139,33.0457935333252,0,0,0,0,0
310,30730009,2012,2.12803813815117,33.065695126851395,1,0,0,1,1
312,30730010,2012,1.99999451637268,33.2409324645996,1,1,1,0,0
313,30730011,2012,1.7990751266479499,33.0089441935221,1,1,0,0,1
314,30730011,2012,1.7990751266479499,33.0089441935221,1,0,0,1,1
315,30730012,2012,2.1254495084285803,32.9050081041124,1,0,0,1,1
317,30730016,2012,1.79521262645721,32.899227142334,0,0,0,0,0
318,30730017,2012,2.17774224281311,33.124614988054496,1,0,0,1,1
319,30730018,2012,1.95816919207573,33.126176313920496,1,0,2,1,-1
321,30730020,2012,2.41087156534195,33.0510263442993,1,0,1,1,0
322,30730022,2012,2.2020004093647003,33.1027827262878,1,0,0,1,1
323,30730023,2012,2.11494675549594,33.1162778680974,1,0,1,1,0
324,30730025,2012,2.2976574699084,32.968548456827804,1,0,0,1,1
326,30830001,2012,2.14581179618835,34.204441070556605,0,1,1,-1,-1
327,30830002,2012,2.38218463791741,34.5000351799859,1,1,1,0,0
328,30830004,2012,2.56922450065613,34.6275192260742,2,1,1,1,1
330,30930001,2012,3.2741787603923194,31.7207362311227,0,1,0,-1,0
334,30930002,2012,3.5472088813781806,31.7036556243897,0,0,0,0,0
336,31010001,2012,2.25808399915695,31.1998754501343,0,0,0,0,0
338,31010004,2012,2.4800822734832795,30.964668818882604,0,0,0,0,0
339,31010004,2012,2.4800822734832795,30.964668818882604,0,1,0,-1,0
341,31030006,2012,2.35689759254456,31.4175453186035,0,0,1,0,-1
342,31030007,2012,2.56414086818695,30.9542327880859,0,0,0,0,0
344,31030008,2012,2.3598201274871804,30.9178142547607,1,0,0,1,1
345,31030009,2012,2.51975982839411,30.889571449973396,0,0,0,0,0
346,31030010,2012,2.5488628281487404,30.7954326205783,0,0,0,0,0
347,31030012,2012,2.49448823928833,31.092309951782198,0,0,0,0,0
348,31110001,2012,1.83934510837902,34.7089576721192,1,1,0,0,1
349,31110001,2012,1.83934510837902,34.7089576721192,1,0,0,1,1
350,31130003,2012,2.35744428634644,34.586277008056605,1,1,1,0,0
351,31130004,2012,1.76908838748932,34.8571166992188,0,1,1,-1,-1
352,31330001,2012,3.5546548664569904,31.138545751571698,0,0,1,0,-1
353,31330002,2012,3.34775972366333,31.1935329437256,0,0,1,0,-1
354,31330003,2012,3.2782094138009197,31.3777672903878,0,0,0,0,0
355,40130003,2012,0.675622773170472,30.046373176574697,0,1,0,-1,0
356,40130005,2012,0.785143792629242,30.2475070953369,0,0,0,0,0
357,40210002,2012,-0.550106552243232,30.1723659515381,0,0,0,0,0
359,40230007,2012,-0.303979516029358,30.3784961700439,0,0,0,0,0
360,40230011,2012,-0.260062783956528,30.129674911499,1,1,1,0,0
361,40230016,2012,-0.559161404768626,30.1042439142863,0,0,0,0,0
363,40230020,2012,-0.553773462772369,30.3036918640137,0,0,0,0,0
365,40230025,2012,-0.5305157303810121,29.9699640274047,0,0,1,0,-1
366,40230030,2012,-0.35581957300503997,30.4253565470378,0,0,0,0,0
369,40310002,2012,1.44290420413017,31.321112155914303,0,0,0,0,0
371,40330004,2012,1.3618707656860398,31.451387405395497,0,0,0,0,0
372,40330006,2012,1.4746521711349498,31.3388938903809,0,0,0,0,0
373,40330007,2012,1.44195747375488,31.155403137207,0,0,0,0,0
374,40330009,2012,1.22298339822076,30.819361079822897,1,1,0,0,1
376,40410003,2012,-1.1701962285571699,30.0394746992323,0,0,0,0,0
377,40430006,2012,-1.25521552562714,30.0568199157715,0,0,0,0,0
378,40430008,2012,-1.3937997288174098,29.9270059797499,1,0,0,1,1
379,40430010,2012,-1.2137735817167499,29.8423697153727,0,0,0,0,0
380,40430012,2012,-1.1572623252868701,30.0624504089355,0,1,0,-1,0
381,40510002,2012,0.64079874753952,30.301282882690398,0,0,0,0,0
382,40510005,2012,0.626914322376251,30.2771186828613,0,0,0,0,0
383,40530006,2012,0.447067439556122,30.165287017822298,0,0,0,0,0
384,40530010,2012,0.578551709651947,30.1612014770508,0,0,0,0,0
385,40610003,2012,0.21519290655851397,30.096926689147896,0,1,0,-1,0
386,40610003,2012,0.21519290655851397,30.096926689147896,0,0,0,0,0
387,40630008,2012,0.000341503007803112,29.733909606933604,0,1,0,-1,0
388,40630010,2012,0.0804493054747581,29.852239608764602,1,1,1,0,0
389,40630011,2012,0.358272506131066,30.085526572333396,0,0,0,0,0
390,40630013,2012,0.0584137737751007,29.9493350982666,0,1,0,-1,0
391,40710002,2012,0.940079212188721,30.811918258667003,0,0,0,0,0
392,40730003,2012,1.02071845531464,31.1242160797119,0,0,0,0,0
393,40730005,2012,0.887235939502716,30.693212509155302,0,0,0,0,0
394,40730007,2012,1.0091022253036501,30.5577793121338,1,0,1,1,0
395,40730009,2012,0.9144668579101559,31.0712184906006,0,0,0,0,0
396,40830002,2012,-1.15060031414032,29.672838211059602,1,0,1,1,0
397,40830004,2012,-1.32179771661758,29.750574493408198,1,0,1,1,0
398,40910002,2012,1.69431710243225,31.711854934692397,0,0,0,0,0
399,40930005,2012,1.62602508068085,31.5849761962891,0,0,0,0,0
400,40930007,2012,2.09265446662903,31.4800834655762,0,1,0,-1,0
401,40930009,2012,1.74665224552155,31.670068740844698,0,0,0,0,0
402,40930011,2012,2.2274391651153596,32.261585235595696,2,1,1,1,1
403,41010001,2012,-0.6087610125541689,30.6722297668457,0,0,0,0,0
404,41010005,2012,-0.593402326107025,30.6618728637695,0,0,0,0,0
405,41010008,2012,-0.132562950253487,30.478820800781197,0,0,0,0,0
406,41030011,2012,-0.925601899623871,30.7941589355469,0,0,0,0,0
407,41030014,2012,0.0214269525371492,30.5172492980957,0,0,0,0,0
408,41030017,2012,-0.18634272767947196,30.5707720243014,0,0,0,0,0
410,41030020,2012,-0.581139430403709,30.787126779556303,0,0,0,0,0
412,41030023,2012,-0.855295062065125,30.6595821380615,0,0,0,0,0
413,41030026,2012,-0.5605722069740301,30.6788005828857,0,0,0,0,0
414,41030029,2012,-0.271738343406469,30.6518729527791,0,0,0,0,0
416,41030032,2012,-0.15113827586173997,30.9488544464111,0,0,0,0,0
417,41030035,2012,-0.278873801231384,30.890127182006804,0,0,0,0,0
418,41030038,2012,-0.712314214025225,30.4207297733852,0,0,0,0,0
419,41110002,2012,-0.8730898244040359,30.2753835405622,0,0,0,0,0
421,41130004,2012,-0.760570764541626,30.1790943145752,0,0,0,0,0
422,41130006,2012,-0.8676632642745971,30.3541145324707,0,0,0,0,0
423,41130007,2012,-1.0055683851242099,30.387572818332302,0,1,0,-1,0
425,41130009,2012,-0.8424847424030308,30.2764245986939,0,0,0,0,0
427,41230003,2012,-0.96490079164505,29.959688186645497,0,0,0,0,0
428,41230005,2012,-0.640430748462677,29.805982589721697,1,0,1,1,0
429,41330002,2012,0.389080584049225,30.4866619110107,0,0,0,0,0
430,41330003,2012,0.14734307676553698,30.500698852539102,0,0,1,0,-1
431,41330005,2012,-0.10503817349672301,30.264219284057603,0,0,0,0,0
432,41410001,2012,-0.8967509269714359,29.778324127197298,0,0,0,0,0
433,41430003,2012,-0.779665112495422,29.6530265808105,1,1,0,0,1
434,41430005,2012,-0.92032378911972,29.8012294769287,0,0,0,0,0
435,41510002,2012,0.599728763103485,30.6424827575684,0,0,0,0,0
436,41530004,2012,0.419650048017502,31.0364627838135,0,0,0,0,0
437,41530006,2012,0.591023623943329,30.4715900421143,0,0,0,0,0
438,41530007,2012,0.728757619857788,30.6465892791748,0,0,0,0,0
439,41530009,2012,0.8220117092132572,30.7921314239502,0,0,0,0,0
